,0,1,2,3,4,5,6,7,8,9,AIC,BIC
126,0,0,0,1,1,1,1,1,1,0,38.99259939,76.69994061
805,1,1,0,0,1,0,0,1,0,1,41.35062059,76.70125299
171,0,0,1,0,1,0,1,0,1,1,41.35172284,76.70235524
426,0,1,1,0,1,0,1,0,1,0,41.35425986,76.70489227
190,0,0,1,0,1,1,1,1,1,0,38.99803678,76.705378
618,1,0,0,1,1,0,1,0,1,0,41.35771392,76.70834632
358,0,1,0,1,1,0,0,1,1,0,41.36127314,76.71190554
558,1,0,0,0,1,0,1,1,1,0,41.36272333,76.71335573
810,1,1,0,0,1,0,1,0,1,0,41.36646712,76.71709952
362,0,1,0,1,1,0,1,0,1,0,41.36950956,76.72014196
85,0,0,0,1,0,1,0,1,0,1,43.7265978,76.72052137
110,0,0,0,1,1,0,1,1,1,0,41.37082398,76.72145638
636,1,0,0,1,1,1,1,1,0,0,39.01467287,76.7220141
614,1,0,0,1,1,0,0,1,1,0,41.37152896,76.72216136
571,1,0,0,0,1,1,1,0,1,1,39.02024465,76.72758588
301,0,1,0,0,1,0,1,1,0,1,41.38577278,76.73640518
299,0,1,0,0,1,0,1,0,1,1,41.39110629,76.74173869
567,1,0,0,0,1,1,0,1,1,1,39.0368294,76.74417062
295,0,1,0,0,1,0,0,1,1,1,41.39471948,76.74535188
872,1,1,0,1,1,0,1,0,0,0,41.39555738,76.74618978
364,0,1,0,1,1,0,1,1,0,0,41.39780728,76.74843968
428,0,1,1,0,1,0,1,1,0,0,41.3996145,76.7502469
866,1,1,0,1,1,0,0,0,1,0,41.40293644,76.75356884
865,1,1,0,1,1,0,0,0,0,1,41.40352597,76.75415837
355,0,1,0,1,1,0,0,0,1,1,41.40374386,76.75437626
812,1,1,0,0,1,0,1,1,0,0,41.40526549,76.75589789
620,1,0,0,1,1,0,1,1,0,0,41.40561692,76.75624932
658,1,0,1,0,0,1,0,0,1,0,43.76663859,76.76056216
574,1,0,0,0,1,1,1,1,1,0,39.0599544,76.76729563
302,0,1,0,0,1,0,1,1,1,0,41.43877721,76.78940961
167,0,0,1,0,1,0,0,1,1,1,41.44206619,76.79269859
380,0,1,0,1,1,1,1,1,0,0,39.08588277,76.793224
174,0,0,1,0,1,0,1,1,1,0,41.46900397,76.81963637
277,0,1,0,0,0,1,0,1,0,1,43.89235757,76.88628115
786,1,1,0,0,0,1,0,0,1,0,43.89931729,76.89324086
537,1,0,0,0,0,1,1,0,0,1,43.9023655,76.89628907
596,1,0,0,1,0,1,0,1,0,0,43.92405419,76.91797776
210,0,0,1,1,0,1,0,0,1,0,43.94491772,76.9388413
788,1,1,0,0,0,1,0,1,0,0,43.94503222,76.93895579
408,0,1,1,0,0,1,1,0,0,0,43.94987508,76.94379865
600,1,0,0,1,0,1,1,0,0,0,43.95146753,76.9453911
538,1,0,0,0,0,1,1,0,1,0,43.98242435,76.97634792
792,1,1,0,0,0,1,1,0,0,0,43.99425337,76.98817694
594,1,0,0,1,0,1,0,0,1,0,44.00446982,76.99839339
534,1,0,0,0,0,1,0,1,1,0,44.01645005,77.01037362
720,1,0,1,1,0,1,0,0,0,0,44.04160529,77.03552886
664,1,0,1,0,0,1,1,0,0,0,44.04251274,77.03643631
660,1,0,1,0,0,1,0,1,0,0,44.04972061,77.04364418
540,1,0,0,0,0,1,1,1,0,0,44.09897561,77.09289918
340,0,1,0,1,0,1,0,1,0,0,44.11671107,77.11063464
337,0,1,0,1,0,1,0,0,0,1,44.12041546,77.11433903
344,0,1,0,1,0,1,1,0,0,0,44.13072725,77.12465083
338,0,1,0,1,0,1,0,0,1,0,44.14057369,77.13449727
657,1,0,1,0,0,1,0,0,0,1,44.14149563,77.13541921
531,1,0,0,0,0,1,0,0,1,1,44.14674983,77.1406734
21,0,0,0,0,0,1,0,1,0,1,46.50759735,77.1448121
89,0,0,0,1,0,1,1,0,0,1,44.15713104,77.15105462
86,0,0,0,1,0,1,0,1,1,0,44.17081736,77.16474094
25,0,0,0,0,0,1,1,0,0,1,46.54707249,77.18428723
5,0,0,0,0,0,0,0,1,0,1,48.92721231,77.20771823
90,0,0,0,1,0,1,1,0,1,0,44.22286248,77.21678605
26,0,0,0,0,0,1,1,0,1,0,46.58372966,77.22094441
212,0,0,1,1,0,1,0,1,0,0,44.24032011,77.23424368
216,0,0,1,1,0,1,1,0,0,0,44.25289111,77.24681468
22,0,0,0,0,0,1,0,1,1,0,46.62927128,77.26648603
6,0,0,0,0,0,0,0,1,1,0,48.99391815,77.27442407
9,0,0,0,0,0,0,1,0,0,1,48.99433436,77.27484028
92,0,0,0,1,0,1,1,1,0,0,44.28327365,77.27719722
10,0,0,0,0,0,0,1,0,1,0,49.00651831,77.28702423
912,1,1,1,0,0,1,0,0,0,0,44.30116982,77.2950934
12,0,0,0,0,0,0,1,1,0,0,49.02118223,77.30168815
209,0,0,1,1,0,1,0,0,0,1,44.32546903,77.3193926
848,1,1,0,1,0,1,0,0,0,0,44.3306222,77.32454577
28,0,0,0,0,0,1,1,1,0,0,46.71233257,77.34954731
83,0,0,0,1,0,1,0,0,1,1,44.37271251,77.36663609
281,0,1,0,0,0,1,1,0,0,1,44.40305538,77.39697896
464,0,1,1,1,0,1,0,0,0,0,44.42416344,77.41808702
278,0,1,0,0,0,1,0,1,1,0,44.44036162,77.43428519
19,0,0,0,0,0,1,0,0,1,1,46.80852246,77.4457372
3,0,0,0,0,0,0,0,0,1,1,49.1795607,77.46006662
149,0,0,1,0,0,1,0,1,0,1,44.47543544,77.46935901
282,0,1,0,0,0,1,1,0,1,0,44.48181269,77.47573627
404,0,1,1,0,0,1,0,1,0,0,44.51573717,77.50966075
402,0,1,1,0,0,1,0,0,1,0,44.5645517,77.55847527
284,0,1,0,0,0,1,1,1,0,0,44.57911933,77.5730429
401,0,1,1,0,0,1,0,0,0,1,44.58703148,77.58095505
275,0,1,0,0,0,1,0,0,1,1,44.6590065,77.65293007
771,1,1,0,0,0,0,0,0,1,1,45.01115874,78.00508231
643,1,0,1,0,0,0,0,0,1,1,45.02463104,78.01855461
833,1,1,0,1,0,0,0,0,0,1,45.06450228,78.05842585
150,0,0,1,0,0,1,0,1,1,0,45.07382054,78.06774411
153,0,0,1,0,0,1,1,0,0,1,45.11283352,78.10675709
645,1,0,1,0,0,0,0,1,0,1,45.14463993,78.1385635
154,0,0,1,0,0,1,1,0,1,0,45.1483991,78.14232267
773,1,1,0,0,0,0,0,1,0,1,45.17749077,78.17141434
712,1,0,1,1,0,0,1,0,0,0,45.18886042,78.18278399
195,0,0,1,1,0,0,0,0,1,1,45.29063561,78.28455919
523,1,0,0,0,0,0,1,0,1,1,45.32303666,78.31696023
156,0,0,1,0,0,1,1,1,0,0,45.34073045,78.33465402
147,0,0,1,0,0,1,0,0,1,1,45.35244367,78.34636725
834,1,1,0,1,0,0,0,0,1,0,45.37242312,78.36634669
325,0,1,0,1,0,0,0,1,0,1,45.38287057,78.37679414
75,0,0,0,1,0,0,1,0,1,1,45.38524057,78.37916414
774,1,1,0,0,0,0,0,1,1,0,45.40701711,78.40094069
77,0,0,0,1,0,0,1,1,0,1,45.43491745,78.42884102
585,1,0,0,1,0,0,1,0,0,1,45.46142942,78.45535299
581,1,0,0,1,0,0,0,1,0,1,45.48180707,78.47573064
387,0,1,1,0,0,0,0,0,1,1,45.48508223,78.4790058
777,1,1,0,0,0,0,1,0,0,1,45.48644291,78.48036648
582,1,0,0,1,0,0,0,1,1,0,45.5012625,78.49518607
586,1,0,0,1,0,0,1,0,1,0,45.51204961,78.50597318
778,1,1,0,0,0,0,1,0,1,0,45.51778402,78.51170759
588,1,0,0,1,0,0,1,1,0,0,45.53760785,78.53153142
646,1,0,1,0,0,0,0,1,1,0,45.54186534,78.53578891
708,1,0,1,1,0,0,0,1,0,0,45.549958,78.54388157
649,1,0,1,0,0,0,1,0,0,1,45.55597449,78.54989807
650,1,0,1,0,0,0,1,0,1,0,45.56113999,78.55506357
326,0,1,0,1,0,0,0,1,1,0,45.59283517,78.58675875
900,1,1,1,0,0,0,0,1,0,0,45.60113994,78.59506351
525,1,0,0,0,0,0,1,1,0,1,45.60558023,78.5995038
519,1,0,0,0,0,0,0,1,1,1,45.61440603,78.6083296
836,1,1,0,1,0,0,0,1,0,0,45.61603124,78.60995482
840,1,1,0,1,0,0,1,0,0,0,45.6178998,78.61182337
705,1,0,1,1,0,0,0,0,0,1,45.63468278,78.62860635
526,1,0,0,0,0,0,1,1,1,0,45.64009069,78.63401426
897,1,1,1,0,0,0,0,0,0,1,45.64021695,78.63414053
706,1,0,1,1,0,0,0,0,1,0,45.6434992,78.63742278
898,1,1,1,0,0,0,0,0,1,0,45.64983865,78.64376223
329,0,1,0,1,0,0,1,0,0,1,45.65022073,78.6441443
201,0,0,1,1,0,0,1,0,0,1,45.65233212,78.64625569
780,1,1,0,0,0,0,1,1,0,0,45.66084533,78.6547689
652,1,0,1,0,0,0,1,1,0,0,45.66470961,78.65863318
579,1,0,0,1,0,0,0,0,1,1,45.68443269,78.67835626
197,0,0,1,1,0,0,0,1,0,1,45.68985446,78.68377803
450,0,1,1,1,0,0,0,0,1,0,45.70191472,78.69583829
269,0,1,0,0,0,0,1,1,0,1,45.70781263,78.7017362
449,0,1,1,1,0,0,0,0,0,1,45.71873212,78.71265569
904,1,1,1,0,0,0,1,0,0,0,45.71933234,78.71325591
202,0,0,1,1,0,0,1,0,1,0,45.73673813,78.73066171
456,0,1,1,1,0,0,1,0,0,0,45.73839765,78.73232123
198,0,0,1,1,0,0,0,1,1,0,45.74197874,78.73590231
332,0,1,0,1,0,0,1,1,0,0,45.7635925,78.75751607
330,0,1,0,1,0,0,1,0,1,0,45.77066749,78.76459106
204,0,0,1,1,0,0,1,1,0,0,45.79160901,78.78553258
71,0,0,0,1,0,0,0,1,1,1,45.8386961,78.83261968
323,0,1,0,1,0,0,0,0,1,1,45.84351206,78.83743564
78,0,0,0,1,0,0,1,1,1,0,45.8839698,78.87789337
47,0,0,0,0,1,0,1,1,1,1,43.52837253,78.87900493
452,0,1,1,1,0,0,0,1,0,0,45.92119258,78.91511615
393,0,1,1,0,0,0,1,0,0,1,46.03216046,79.02608403
389,0,1,1,0,0,0,0,1,0,1,46.06807188,79.06199546
390,0,1,1,0,0,0,0,1,1,0,46.08596938,79.07989295
394,0,1,1,0,0,0,1,0,1,0,46.11464315,79.10856673
396,0,1,1,0,0,0,1,1,0,0,46.16846715,79.16239072
263,0,1,0,0,0,0,0,1,1,1,46.176664,79.17058758
267,0,1,0,0,0,0,1,0,1,1,46.18337693,79.1773005
270,0,1,0,0,0,0,1,1,1,0,46.21784367,79.21176724
63,0,0,0,0,1,1,1,1,1,1,41.82601352,79.53335475
960,1,1,1,1,0,0,0,0,0,0,46.64432486,79.63824843
139,0,0,1,0,0,0,1,0,1,1,47.1056124,80.09953597
931,1,1,1,0,1,0,0,0,1,1,42.63472919,80.34207042
679,1,0,1,0,1,0,0,1,1,1,42.71230452,80.41964575
485,0,1,1,1,1,0,0,1,0,1,42.74387297,80.45121419
486,0,1,1,1,1,0,0,1,1,0,42.77210282,80.47944405
141,0,0,1,0,0,0,1,1,0,1,47.49500331,80.48892688
135,0,0,1,0,0,0,0,1,1,1,47.50047477,80.49439834
237,0,0,1,1,1,0,1,1,0,1,42.82233773,80.52967895
994,1,1,1,1,1,0,0,0,1,0,42.82503518,80.53237641
937,1,1,1,0,1,0,1,0,0,1,42.85201542,80.55935665
235,0,0,1,1,1,0,1,0,1,1,42.86295721,80.57029844
142,0,0,1,0,0,0,1,1,1,0,47.58347138,80.57739495
683,1,0,1,0,1,0,1,0,1,1,42.8814122,80.58875342
721,1,0,1,1,0,1,0,0,0,1,45.26503557,80.61566797
947,1,1,1,0,1,1,0,0,1,1,40.55826215,80.6223122
745,1,0,1,1,1,0,1,0,0,1,42.96059635,80.66793757
615,1,0,0,1,1,0,0,1,1,1,42.99380723,80.70114846
724,1,0,1,1,0,1,0,1,0,0,45.36994515,80.72057755
601,1,0,0,1,0,1,1,0,0,1,45.37304626,80.72367866
489,0,1,1,1,1,0,1,0,0,1,43.01787584,80.72521706
913,1,1,1,0,0,1,0,0,0,1,45.39232284,80.74295524
741,1,0,1,1,1,0,0,1,0,1,43.03707615,80.74441738
443,0,1,1,0,1,1,1,0,1,1,40.68673405,80.7507841
359,0,1,0,1,1,0,0,1,1,1,43.04393115,80.75127238
933,1,1,1,0,1,0,0,1,0,1,43.07033999,80.77768122
559,1,0,0,0,1,0,1,1,1,1,43.0752492,80.78259042
499,0,1,1,1,1,1,0,0,1,1,40.72273664,80.78678669
790,1,1,0,0,0,1,0,1,1,0,45.43793957,80.78857197
535,1,0,0,0,0,1,0,1,1,1,45.44482927,80.79546167
465,0,1,1,1,0,1,0,0,0,1,45.44911307,80.79974547
685,1,0,1,0,1,0,1,1,0,1,43.09249318,80.79983441
746,1,0,1,1,1,0,1,0,1,0,43.09329105,80.80063228
956,1,1,1,0,1,1,1,1,0,0,40.74197123,80.80602128
953,1,1,1,0,1,1,1,0,0,1,40.74241456,80.80646461
742,1,0,1,1,1,0,0,1,1,0,43.10513683,80.81247806
938,1,1,1,0,1,0,1,0,1,0,43.10666682,80.81400805
934,1,1,1,0,1,0,0,1,1,0,43.11432158,80.82166281
886,1,1,0,1,1,1,0,1,1,0,40.75921154,80.82326159
1009,1,1,1,1,1,1,0,0,0,1,40.76242493,80.82647498
505,0,1,1,1,1,1,1,0,0,1,40.76351418,80.82756424
993,1,1,1,1,1,0,0,0,0,1,43.12269557,80.83003679
1000,1,1,1,1,1,0,1,0,0,0,43.12356643,80.83090765
940,1,1,1,0,1,0,1,1,0,0,43.1236805,80.83102173
490,0,1,1,1,1,0,1,0,1,0,43.12596194,80.83330317
439,0,1,1,0,1,1,0,1,1,1,40.77081098,80.83486103
748,1,0,1,1,1,0,1,1,0,0,43.12776545,80.83510668
445,0,1,1,0,1,1,1,1,0,1,40.77160366,80.83565372
739,1,0,1,1,1,0,0,0,1,1,43.12843173,80.83577296
1012,1,1,1,1,1,1,0,1,0,0,40.77768446,80.84173451
950,1,1,1,0,1,1,0,1,1,0,40.77908805,80.84313811
757,1,0,1,1,1,1,0,1,0,1,40.77978081,80.84383087
501,0,1,1,1,1,1,0,1,0,1,40.78014225,80.8441923
446,0,1,1,0,1,1,1,1,1,0,40.78285742,80.84690748
755,1,0,1,1,1,1,0,0,1,1,40.78302625,80.84707631
502,0,1,1,1,1,1,0,1,1,0,40.78391696,80.84796702
761,1,0,1,1,1,1,1,0,0,1,40.78773323,80.85178328
949,1,1,1,0,1,1,0,1,0,1,40.78797948,80.85202953
996,1,1,1,1,1,0,0,1,0,0,43.14641457,80.85375579
699,1,0,1,0,1,1,1,0,1,1,40.78978907,80.85383912
251,0,0,1,1,1,1,1,0,1,1,40.79051157,80.85456162
954,1,1,1,0,1,1,1,0,1,0,40.79280663,80.85685668
695,1,0,1,0,1,1,0,1,1,1,40.79445046,80.85850051
758,1,0,1,1,1,1,0,1,1,0,40.79856581,80.86261587
247,0,0,1,1,1,1,0,1,1,1,40.80183638,80.86588643
1010,1,1,1,1,1,1,0,0,1,0,40.80251508,80.86656513
253,0,0,1,1,1,1,1,1,0,1,40.80303724,80.8670873
701,1,0,1,0,1,1,1,1,0,1,40.80313861,80.86718867
506,0,1,1,1,1,1,1,0,1,0,40.81040096,80.87445101
254,0,0,1,1,1,1,1,1,1,0,40.81163271,80.87568276
762,1,0,1,1,1,1,1,0,1,0,40.81435397,80.87840402
231,0,0,1,1,1,0,0,1,1,1,43.17863393,80.88597515
764,1,0,1,1,1,1,1,1,0,0,40.82314508,80.88719513
637,1,0,0,1,1,1,1,1,0,1,40.82376472,80.88781478
319,0,1,0,0,1,1,1,1,1,1,40.82529238,80.88934243
702,1,0,1,0,1,1,1,1,1,0,40.82906648,80.89311654
508,0,1,1,1,1,1,1,1,0,0,40.82919497,80.89324502
686,1,0,1,0,1,0,1,1,1,0,43.18691812,80.89425935
885,1,1,0,1,1,1,0,1,0,1,40.83372135,80.8977714
631,1,0,0,1,1,1,0,1,1,1,40.83678659,80.90083664
492,0,1,1,1,1,0,1,1,0,0,43.19554138,80.90288261
635,1,0,0,1,1,1,1,0,1,1,40.84204648,80.90609653
890,1,1,0,1,1,1,1,0,1,0,40.84301162,80.90706168
827,1,1,0,0,1,1,1,0,1,1,40.84363342,80.90768348
889,1,1,0,1,1,1,1,0,0,1,40.84528207,80.90933212
483,0,1,1,1,1,0,0,0,1,1,43.20801044,80.91535167
830,1,1,0,0,1,1,1,1,1,0,40.85190908,80.91595913
381,0,1,0,1,1,1,1,1,0,1,40.85273789,80.91678794
375,0,1,0,1,1,1,0,1,1,1,40.8529305,80.91698055
638,1,0,0,1,1,1,1,1,1,0,40.85821724,80.92226729
883,1,1,0,1,1,1,0,0,1,1,40.85847996,80.92253001
382,0,1,0,1,1,1,1,1,1,0,40.8609334,80.92498345
238,0,0,1,1,1,0,1,1,1,0,43.21782821,80.92516944
852,1,1,0,1,0,1,0,1,0,0,45.57523357,80.92586597
823,1,1,0,0,1,1,0,1,1,1,40.86386429,80.92791434
829,1,1,0,0,1,1,1,1,0,1,40.86595173,80.93000179
427,0,1,1,0,1,0,1,0,1,1,43.22560663,80.93294786
1016,1,1,1,1,1,1,1,0,0,0,40.8691064,80.93315645
87,0,0,0,1,0,1,0,1,1,1,45.58304337,80.93367577
429,0,1,1,0,1,0,1,1,0,1,43.23001645,80.93735768
379,0,1,0,1,1,1,1,0,1,1,40.87442025,80.9384703
575,1,0,0,0,1,1,1,1,1,1,40.89695929,80.96100934
892,1,1,0,1,1,1,1,1,0,0,40.90745145,80.9715015
423,0,1,1,0,1,0,0,1,1,1,43.26920887,80.9765501
665,1,0,1,0,0,1,1,0,0,1,45.63146361,80.98209601
873,1,1,0,1,1,0,1,0,0,1,43.30907314,81.01641437
813,1,1,0,0,1,0,1,1,0,1,43.31059633,81.01793756
127,0,0,0,1,1,1,1,1,1,1,40.95456402,81.01861407
619,1,0,0,1,1,0,1,0,1,1,43.31234223,81.01968346
111,0,0,0,1,1,0,1,1,1,1,43.31978747,81.0271287
807,1,1,0,0,1,0,0,1,1,1,43.31986488,81.0272061
621,1,0,0,1,1,0,1,1,0,1,43.32036125,81.02770247
365,0,1,0,1,1,0,1,1,0,1,43.3208876,81.02822883
363,0,1,0,1,1,0,1,0,1,1,43.32954924,81.03689046
191,0,0,1,0,1,1,1,1,1,1,40.97342231,81.03747237
430,0,1,1,0,1,0,1,1,1,0,43.34264931,81.04999053
869,1,1,0,1,1,0,0,1,0,1,43.34310347,81.0504447
175,0,0,1,0,1,0,1,1,1,1,43.35677451,81.06411574
811,1,1,0,0,1,0,1,0,1,1,43.35916752,81.06650875
870,1,1,0,1,1,0,0,1,1,0,43.36403961,81.07138084
874,1,1,0,1,1,0,1,0,1,0,43.36441914,81.07176037
622,1,0,0,1,1,0,1,1,1,0,43.36815209,81.07549332
303,0,1,0,0,1,0,1,1,1,1,43.37408965,81.08143087
366,0,1,0,1,1,0,1,1,1,0,43.37783348,81.08517471
814,1,1,0,0,1,0,1,1,1,0,43.37921626,81.08655749
91,0,0,0,1,0,1,1,0,1,1,45.74247589,81.09310829
867,1,1,0,1,1,0,0,0,1,1,43.40296335,81.11030458
876,1,1,0,1,1,0,1,1,0,0,43.40320399,81.11054522
403,0,1,1,0,0,1,0,0,1,1,45.79537779,81.14601019
793,1,1,0,0,0,1,1,0,0,1,45.80868979,81.15932219
597,1,0,0,1,0,1,0,1,0,1,45.80914629,81.15977869
789,1,1,0,0,0,1,0,1,0,1,45.80966709,81.16029949
541,1,0,0,0,0,1,1,1,0,1,45.82708776,81.17772016
598,1,0,0,1,0,1,0,1,1,0,45.85860825,81.20924065
794,1,1,0,0,0,1,1,0,1,0,45.87638773,81.22702013
661,1,0,1,0,0,1,0,1,0,1,45.87691935,81.22755176
602,1,0,0,1,0,1,1,0,1,0,45.87878942,81.22942182
662,1,0,1,0,0,1,0,1,1,0,45.88543418,81.23606658
341,0,1,0,1,0,1,0,1,0,1,45.91339515,81.26402755
345,0,1,0,1,0,1,1,0,0,1,45.92429832,81.27493072
796,1,1,0,0,0,1,1,1,0,0,45.9287374,81.2793698
604,1,0,0,1,0,1,1,1,0,0,45.9376407,81.2882731
542,1,0,0,0,0,1,1,1,1,0,45.94480919,81.29544159
342,0,1,0,1,0,1,0,1,1,0,45.95855597,81.30918837
728,1,0,1,1,0,1,1,0,0,0,45.96479645,81.31542886
405,0,1,1,0,0,1,0,1,0,1,45.96563054,81.31626294
722,1,0,1,1,0,1,0,0,1,0,45.9708709,81.3215033
856,1,1,0,1,0,1,1,0,0,0,45.97291312,81.32354552
666,1,0,1,0,0,1,1,0,1,0,45.98525077,81.33588317
539,1,0,0,0,0,1,1,0,1,1,45.98620055,81.33683295
920,1,1,1,0,0,1,1,0,0,0,45.99737515,81.34800755
850,1,1,0,1,0,1,0,0,1,0,46.00326953,81.35390193
595,1,0,0,1,0,1,0,0,1,1,46.01110116,81.36173357
787,1,1,0,0,0,1,0,0,1,1,46.01765708,81.36828948
914,1,1,1,0,0,1,0,0,1,0,46.02014471,81.37077711
849,1,1,0,1,0,1,0,0,0,1,46.02262912,81.37326152
217,0,0,1,1,0,1,1,0,0,1,46.05251203,81.40314443
213,0,0,1,1,0,1,0,1,0,1,46.05508828,81.40572068
916,1,1,1,0,0,1,0,1,0,0,46.06506893,81.41570133
346,0,1,0,1,0,1,1,0,1,0,46.06606787,81.41670027
468,0,1,1,1,0,1,0,1,0,0,46.06736472,81.41799712
93,0,0,0,1,0,1,1,1,0,1,46.07273541,81.42336781
339,0,1,0,1,0,1,0,0,1,1,46.10324978,81.45388218
668,1,0,1,0,0,1,1,1,0,0,46.11661623,81.46724863
218,0,0,1,1,0,1,1,0,1,0,46.12086408,81.47149648
472,0,1,1,1,0,1,1,0,0,0,46.13467655,81.48530895
659,1,0,1,0,0,1,0,0,1,1,46.13596666,81.48659906
466,0,1,1,1,0,1,0,0,1,0,46.13987264,81.49050504
214,0,0,1,1,0,1,0,1,1,0,46.14040584,81.49103824
29,0,0,0,0,0,1,1,1,0,1,48.50447856,81.49840213
94,0,0,0,1,0,1,1,1,1,0,46.15011674,81.50074914
23,0,0,0,0,0,1,0,1,1,1,48.51435979,81.50828337
13,0,0,0,0,0,0,1,1,0,1,50.9022404,81.53945515
348,0,1,0,1,0,1,1,1,0,0,46.19432641,81.54495881
11,0,0,0,0,0,0,1,0,1,1,50.92656392,81.56377867
7,0,0,0,0,0,0,0,1,1,1,50.93166344,81.56887818
30,0,0,0,0,0,1,1,1,1,0,48.5822984,81.57622197
220,0,0,1,1,0,1,1,1,0,0,46.235218,81.5858504
27,0,0,0,0,0,1,1,0,1,1,48.6022478,81.59617138
976,1,1,1,1,0,1,0,0,0,0,46.26826474,81.61889714
14,0,0,0,0,0,0,1,1,1,0,50.99044575,81.62766049
211,0,0,1,1,0,1,0,0,1,1,46.30985807,81.66049047
151,0,0,1,0,0,1,0,1,1,1,46.35485443,81.70548683
283,0,1,0,0,0,1,1,0,1,1,46.36459638,81.71522878
409,0,1,1,0,0,1,1,0,0,1,46.38306972,81.73370212
406,0,1,1,0,0,1,0,1,1,0,46.383816,81.7344484
285,0,1,0,0,0,1,1,1,0,1,46.41827205,81.76890445
279,0,1,0,0,0,1,0,1,1,1,46.43423028,81.78486268
286,0,1,0,0,0,1,1,1,1,0,46.43444107,81.78507347
410,0,1,1,0,0,1,1,0,1,0,46.43840414,81.78903654
412,0,1,1,0,0,1,1,1,0,0,46.53616478,81.88679718
157,0,0,1,0,0,1,1,1,0,1,46.90606937,82.25670177
707,1,0,1,1,0,0,0,0,1,1,46.98538141,82.33601381
155,0,0,1,0,0,1,1,0,1,1,47.0664404,82.4170728
158,0,0,1,0,0,1,1,1,1,0,47.07307383,82.42370623
451,0,1,1,1,0,0,0,0,1,1,47.08140487,82.43203727
709,1,0,1,1,0,0,0,1,0,1,47.08808148,82.43871388
583,1,0,0,1,0,0,0,1,1,1,47.11024972,82.46088212
779,1,1,0,0,0,0,1,0,1,1,47.14530353,82.49593593
653,1,0,1,0,0,0,1,1,0,1,47.21232342,82.56295582
837,1,1,0,1,0,0,0,1,0,1,47.23182744,82.58245984
205,0,0,1,1,0,0,1,1,0,1,47.31951443,82.67014683
453,0,1,1,1,0,0,0,1,0,1,47.37938221,82.73001462
713,1,0,1,1,0,0,1,0,0,1,47.38785831,82.73849071
587,1,0,0,1,0,0,1,0,1,1,47.3925089,82.7431413
781,1,1,0,0,0,0,1,1,0,1,47.41747373,82.76810613
775,1,1,0,0,0,0,0,1,1,1,47.41896827,82.76960068
841,1,1,0,1,0,0,1,0,0,1,47.42744627,82.77807867
589,1,0,0,1,0,0,1,1,0,1,47.43911956,82.78975197
905,1,1,1,0,0,0,1,0,0,1,47.44553579,82.79616819
901,1,1,1,0,0,0,0,1,0,1,47.47436026,82.82499266
647,1,0,1,0,0,0,0,1,1,1,47.47734994,82.82798234
714,1,0,1,1,0,0,1,0,1,0,47.48237598,82.83300838
710,1,0,1,1,0,0,0,1,1,0,47.48965211,82.84028451
906,1,1,1,0,0,0,1,0,1,0,47.48968529,82.84031769
842,1,1,0,1,0,0,1,0,1,0,47.49420589,82.84483829
590,1,0,0,1,0,0,1,1,1,0,47.49880742,82.84943982
782,1,1,0,0,0,0,1,1,1,0,47.51658073,82.86721313
838,1,1,0,1,0,0,0,1,1,0,47.5178675,82.8684999
902,1,1,1,0,0,0,0,1,1,0,47.51877874,82.86941114
651,1,0,1,0,0,0,1,0,1,1,47.51988819,82.87052059
716,1,0,1,1,0,0,1,1,0,0,47.5253836,82.876016
331,0,1,0,1,0,0,1,0,1,1,47.52892028,82.87955268
333,0,1,0,1,0,0,1,1,0,1,47.53073778,82.88137018
454,0,1,1,1,0,0,0,1,1,0,47.56592269,82.91655509
654,1,0,1,0,0,0,1,1,1,0,47.57050108,82.92113348
527,1,0,0,0,0,0,1,1,1,1,47.57202496,82.92265736
844,1,1,0,1,0,0,1,1,0,0,47.58857158,82.93920398
964,1,1,1,1,0,0,0,1,0,0,47.59295479,82.94358719
908,1,1,1,0,0,0,1,1,0,0,47.59494585,82.94557825
457,0,1,1,1,0,0,1,0,0,1,47.59954671,82.95017911
327,0,1,0,1,0,0,0,1,1,1,47.61333485,82.96396725
458,0,1,1,1,0,0,1,0,1,0,47.61660714,82.96723954
961,1,1,1,1,0,0,0,0,0,1,47.6379611,82.9885935
962,1,1,1,1,0,0,0,0,1,0,47.64218569,82.99281809
899,1,1,1,0,0,0,0,0,1,1,47.64576947,82.99640187
968,1,1,1,1,0,0,1,0,0,0,47.64863997,82.99927237
203,0,0,1,1,0,0,1,0,1,1,47.65011079,83.00074319
835,1,1,0,1,0,0,0,0,1,1,47.6695549,83.0201873
334,0,1,0,1,0,0,1,1,1,0,47.68115332,83.03178572
460,0,1,1,1,0,0,1,1,0,0,47.68705104,83.03768344
395,0,1,1,0,0,0,1,0,1,1,47.69543874,83.04607114
199,0,0,1,1,0,0,0,1,1,1,47.7300957,83.0807281
206,0,0,1,1,0,0,1,1,1,0,47.73636673,83.08699913
79,0,0,0,1,0,0,1,1,1,1,47.79163135,83.14226375
397,0,1,1,0,0,0,1,1,0,1,48.02669782,83.37733022
391,0,1,1,0,0,0,0,1,1,1,48.06444504,83.41507744
398,0,1,1,0,0,0,1,1,1,0,48.10524162,83.45587402
271,0,1,0,0,0,0,1,1,1,1,48.14087962,83.49151202
143,0,0,1,0,0,0,1,1,1,1,49.38428752,84.73491992
995,1,1,1,1,1,0,0,0,1,1,44.76457574,84.8286258
493,0,1,1,1,1,0,1,1,0,1,44.82983984,84.89388989
