,0,1,2,3,4,5,6,7,8,9,10,11,AIC,BIC
2222,1,0,0,0,1,0,1,0,1,1,1,0,46.70108977,89.12184865
3793,1,1,1,0,1,1,0,1,0,0,0,1,44.34622597,89.12369368
3147,1,1,0,0,0,1,0,0,1,0,1,1,46.70417369,89.12493257
758,0,0,1,0,1,1,1,1,0,1,1,0,44.35132725,89.12879496
1267,0,1,0,0,1,1,1,1,0,0,1,1,44.35270626,89.13017397
1747,0,1,1,0,1,1,0,1,0,0,1,1,44.35710978,89.13457749
1498,0,1,0,1,1,1,0,1,1,0,1,0,44.35806196,89.13552966
979,0,0,1,1,1,1,0,1,0,0,1,1,44.36102976,89.13849747
995,0,0,1,1,1,1,1,0,0,0,1,1,44.36141253,89.13888023
605,0,0,1,0,0,1,0,1,1,1,0,1,46.72317079,89.14392967
3299,1,1,0,0,1,1,1,0,0,0,1,1,44.36713169,89.14459939
2726,1,0,1,0,1,0,1,0,0,1,1,0,46.72877072,89.1495296
2537,1,0,0,1,1,1,1,0,1,0,0,1,44.37232013,89.14978784
4033,1,1,1,1,1,1,0,0,0,0,0,1,44.37265165,89.15011935
1763,0,1,1,0,1,1,1,0,0,0,1,1,44.37288865,89.15035636
499,0,0,0,1,1,1,1,1,0,0,1,1,44.37338159,89.1508493
719,0,0,1,0,1,1,0,0,1,1,1,1,44.3743232,89.15179091
1486,0,1,0,1,1,1,0,0,1,1,1,0,44.37641337,89.15388108
3025,1,0,1,1,1,1,0,1,0,0,0,1,44.37645378,89.15392148
2789,1,0,1,0,1,1,1,0,0,1,0,1,44.37738467,89.15485238
2001,0,1,1,1,1,1,0,1,0,0,0,1,44.37784229,89.15530999
761,0,0,1,0,1,1,1,1,1,0,0,1,44.37885761,89.15632532
3041,1,0,1,1,1,1,1,0,0,0,0,1,44.38149635,89.15896406
2773,1,0,1,0,1,1,0,1,0,1,0,1,44.38258639,89.1600541
1777,0,1,1,0,1,1,1,1,0,0,0,1,44.38537702,89.16284473
1318,0,1,0,1,0,0,1,0,0,1,1,0,49.10030692,89.16435697
1772,0,1,1,0,1,1,1,0,1,1,0,0,44.39110011,89.16856782
694,0,0,1,0,1,0,1,1,0,1,1,0,46.74978426,89.17054314
749,0,0,1,0,1,1,1,0,1,1,0,1,44.39308598,89.17055369
3222,1,1,0,0,1,0,0,1,0,1,1,0,46.75365125,89.17441013
1009,0,0,1,1,1,1,1,1,0,0,0,1,44.3993175,89.17678521
2801,1,0,1,0,1,1,1,1,0,0,0,1,44.40039736,89.17786507
727,0,0,1,0,1,1,0,1,0,1,1,1,44.40087407,89.17834178
918,0,0,1,1,1,0,0,1,0,1,1,0,46.75813026,89.17888914
755,0,0,1,0,1,1,1,1,0,0,1,1,44.40277746,89.18024517
998,0,0,1,1,1,1,1,0,0,1,1,0,44.40484129,89.182309
1507,0,1,0,1,1,1,1,0,0,0,1,1,44.4070404,89.18450811
2531,1,0,0,1,1,1,1,0,0,0,1,1,44.41068243,89.18815014
2518,1,0,0,1,1,1,0,1,0,1,1,0,44.41340255,89.19087026
2206,1,0,0,0,1,0,0,1,1,1,1,0,46.77025302,89.1910119
3302,1,1,0,0,1,1,1,0,0,1,1,0,44.41383884,89.19130655
3809,1,1,1,0,1,1,1,0,0,0,0,1,44.41858511,89.19605282
2017,0,1,1,1,1,1,1,0,0,0,0,1,44.41875683,89.19622454
3286,1,1,0,0,1,1,0,1,0,1,1,0,44.4201099,89.1975776
1865,0,1,1,1,0,1,0,0,1,0,0,1,46.77812379,89.19888267
2787,1,0,1,0,1,1,1,0,0,0,1,1,44.42342623,89.20089394
2980,1,0,1,1,1,0,1,0,0,1,0,0,46.78226864,89.20302752
591,0,0,1,0,0,1,0,0,1,1,1,1,46.78260435,89.20336323
3361,1,1,0,1,0,0,1,0,0,0,0,1,49.139451,89.20350105
1510,0,1,0,1,1,1,1,0,0,1,1,0,44.42608288,89.20355059
2710,1,0,1,0,1,0,0,1,0,1,1,0,46.78318302,89.2039419
2510,1,0,0,1,1,1,0,0,1,1,1,0,44.42840963,89.20587734
3794,1,1,1,0,1,1,0,1,0,0,1,0,44.42964873,89.20711643
3733,1,1,1,0,1,0,0,1,0,1,0,1,44.43251695,89.20998465
4034,1,1,1,1,1,1,0,0,0,0,1,0,44.43263221,89.21009992
3290,1,1,0,0,1,1,0,1,1,0,1,0,44.43295799,89.21042569
3526,1,1,0,1,1,1,0,0,0,1,1,0,44.43347023,89.21093794
3782,1,1,1,0,1,1,0,0,0,1,1,0,44.43415811,89.21162582
1494,0,1,0,1,1,1,0,1,0,1,1,0,44.43429866,89.21176637
3538,1,1,0,1,1,1,0,1,0,0,1,0,44.43504484,89.21251254
4048,1,1,1,1,1,1,0,1,0,0,0,0,44.43517366,89.21264137
3014,1,0,1,1,1,1,0,0,0,1,1,0,44.4352498,89.21271751
1514,0,1,0,1,1,1,1,0,1,0,1,0,44.43582143,89.21328913
1990,0,1,1,1,1,1,0,0,0,1,1,0,44.43662208,89.21408979
4040,1,1,1,1,1,1,0,0,1,0,0,0,44.43734021,89.21480792
3400,1,1,0,1,0,1,0,0,1,0,0,0,49.15301945,89.21706951
3306,1,1,0,0,1,1,1,0,1,0,1,0,44.43971939,89.21718709
1994,0,1,1,1,1,1,0,0,1,0,1,0,44.44025853,89.21772624
2538,1,0,0,1,1,1,1,0,1,0,1,0,44.44034634,89.21781405
2964,1,0,1,1,1,0,0,1,0,1,0,0,46.79870605,89.21946493
1798,0,1,1,1,0,0,0,0,0,1,1,0,49.15820368,89.22225373
3554,1,1,0,1,1,1,1,0,0,0,1,0,44.44562629,89.223094
2804,1,0,1,0,1,1,1,1,0,1,0,0,44.44850204,89.22596975
2325,1,0,0,1,0,0,0,1,0,1,0,1,49.16285367,89.22690372
438,0,0,0,1,1,0,1,1,0,1,1,0,46.80696759,89.22772647
3227,1,1,0,0,1,0,0,1,1,0,1,1,44.45271912,89.23018683
3657,1,1,1,0,0,1,0,0,1,0,0,1,46.81389929,89.23465817
1012,0,0,1,1,1,1,1,1,0,1,0,0,44.45922737,89.23669507
3810,1,1,1,0,1,1,1,0,0,0,1,0,44.4592319,89.23669961
3656,1,1,1,0,0,1,0,0,1,0,0,0,49.17324139,89.23729144
3973,1,1,1,1,1,0,0,0,0,1,0,1,44.46007106,89.23753877
1246,0,1,0,0,1,1,0,1,1,1,1,0,44.46042976,89.23789747
2790,1,0,1,0,1,1,1,0,0,1,1,0,44.46095307,89.23842077
3042,1,0,1,1,1,1,1,0,0,0,1,0,44.46219097,89.23965868
2731,1,0,1,0,1,0,1,0,1,0,1,1,44.4647625,89.24223021
1754,0,1,1,0,1,1,0,1,1,0,1,0,44.46491063,89.24237833
923,0,0,1,1,1,0,0,1,1,0,1,1,44.46586675,89.24333445
1756,0,1,1,0,1,1,0,1,1,1,0,0,44.46594904,89.24341674
3796,1,1,1,0,1,1,0,1,0,1,0,0,44.46773807,89.24520577
1750,0,1,1,0,1,1,0,1,0,1,1,0,44.4678025,89.2452702
3028,1,0,1,1,1,1,0,1,0,1,0,0,44.46842874,89.24589645
2020,0,1,1,1,1,1,1,0,0,1,0,0,44.46877517,89.24624288
3812,1,1,1,0,1,1,1,0,0,1,0,0,44.47108569,89.2485534
1770,0,1,1,0,1,1,1,0,1,0,1,0,44.47110435,89.24857206
3026,1,0,1,1,1,1,0,1,0,0,1,0,44.47132416,89.24879187
3816,1,1,1,0,1,1,1,0,1,0,0,0,44.47132659,89.24879429
2291,1,0,0,0,1,1,1,1,0,0,1,1,44.47175108,89.24921879
3048,1,0,1,1,1,1,1,0,1,0,0,0,44.4721459,89.24961361
1274,0,1,0,0,1,1,1,1,1,0,1,0,44.47231141,89.24977912
3032,1,0,1,1,1,1,0,1,1,0,0,0,44.4728595,89.25032721
1693,0,1,1,0,1,0,0,1,1,1,0,1,44.47389379,89.2513615
2002,0,1,1,1,1,1,0,1,0,0,1,0,44.47448342,89.25195113
2008,0,1,1,1,1,1,0,1,1,0,0,0,44.47452426,89.25199197
2780,1,0,1,0,1,1,0,1,1,1,0,0,44.47468995,89.25215766
3788,1,1,1,0,1,1,0,0,1,1,0,0,44.4757212,89.2531889
3786,1,1,1,0,1,1,0,0,1,0,1,0,44.47592051,89.25338822
2024,0,1,1,1,1,1,1,0,1,0,0,0,44.47695529,89.25442299
494,0,0,0,1,1,1,1,0,1,1,1,0,44.47750666,89.25497437
1864,0,1,1,1,0,1,0,0,1,0,0,0,49.19095371,89.25500377
3800,1,1,1,0,1,1,0,1,1,0,0,0,44.47788213,89.25534984
4036,1,1,1,1,1,1,0,0,0,1,0,0,44.4779599,89.25542761
1702,0,1,1,0,1,0,1,0,0,1,1,0,46.83478628,89.25554516
2004,0,1,1,1,1,1,0,1,0,1,0,0,44.47887875,89.25634646
430,0,0,0,1,1,0,1,0,1,1,1,0,46.83630074,89.25705962
2715,1,0,1,0,1,0,0,1,1,0,1,1,44.48010824,89.25757594
982,0,0,1,1,1,1,0,1,0,1,1,0,44.48158109,89.2590488
1385,0,1,0,1,0,1,1,0,1,0,0,1,46.83835553,89.25911441
3242,1,1,0,0,1,0,1,0,1,0,1,0,46.83980485,89.26056373
2032,0,1,1,1,1,1,1,1,0,0,0,0,44.48466927,89.26213698
1047,0,1,0,0,0,0,0,1,0,1,1,1,49.1988012,89.26285125
1766,0,1,1,0,1,1,1,0,0,1,1,0,44.48614528,89.26361299
2730,1,0,1,0,1,0,1,0,1,0,1,0,46.84362198,89.26438086
2774,1,0,1,0,1,1,0,1,0,1,1,0,44.48763666,89.26510437
1996,0,1,1,1,1,1,0,0,1,1,0,0,44.48779971,89.26526742
2474,1,0,0,1,1,0,1,0,1,0,1,0,46.84482916,89.26558804
986,0,0,1,1,1,1,0,1,1,0,1,0,44.49266291,89.27013062
3044,1,0,1,1,1,1,1,0,0,1,0,0,44.49294925,89.27041696
2294,1,0,0,0,1,1,1,1,0,1,1,0,44.49489288,89.27236059
2286,1,0,0,0,1,1,1,0,1,1,1,0,44.49709693,89.27456464
1810,0,1,1,1,0,0,0,1,0,0,1,0,49.21101212,89.27506217
506,0,0,0,1,1,1,1,1,1,0,1,0,44.49911214,89.27657985
1262,0,1,0,0,1,1,1,0,1,1,1,0,44.49919244,89.27666014
3748,1,1,1,0,1,0,1,0,0,1,0,0,46.85622743,89.27698631
750,0,0,1,0,1,1,1,0,1,1,1,0,44.49954534,89.27701305
1634,0,1,1,0,0,1,1,0,0,0,1,0,49.2133102,89.27736025
1002,0,0,1,1,1,1,1,0,1,0,1,0,44.50148474,89.27895245
2714,1,0,1,0,1,0,0,1,1,0,1,0,46.8587209,89.27947978
3226,1,1,0,0,1,0,0,1,1,0,1,0,46.86099239,89.28175127
2796,1,0,1,0,1,1,1,0,1,1,0,0,44.50561936,89.28308706
1780,0,1,1,0,1,1,1,1,0,1,0,0,44.50600686,89.28347457
2794,1,0,1,0,1,1,1,0,1,0,1,0,44.50617041,89.28363812
1004,0,0,1,1,1,1,1,0,1,1,0,0,44.50626658,89.28373429
4064,1,1,1,1,1,1,1,0,0,0,0,0,44.50827345,89.28574116
988,0,0,1,1,1,1,0,1,1,1,0,0,44.51160334,89.28907104
1016,0,0,1,1,1,1,1,1,1,0,0,0,44.51221775,89.28968546
2956,1,0,1,1,1,0,0,0,1,1,0,0,46.86943242,89.2901913
974,0,0,1,1,1,1,0,0,1,1,1,0,44.51334913,89.29081684
3214,1,1,0,0,1,0,0,0,1,1,1,0,46.87079146,89.29155034
2446,1,0,0,1,1,0,0,0,1,1,1,0,46.87100249,89.29176137
1784,0,1,1,0,1,1,1,1,1,0,0,0,44.51538784,89.29285555
3722,1,1,1,0,1,0,0,0,1,0,1,0,46.87255674,89.29331562
922,0,0,1,1,1,0,0,1,1,0,1,0,46.87494863,89.29570751
3474,1,1,0,1,1,0,0,1,0,0,1,0,46.87543341,89.29619229
2298,1,0,0,0,1,1,1,1,1,0,1,0,44.51882912,89.29629683
734,0,0,1,0,1,1,0,1,1,1,1,0,44.51918876,89.29665647
2978,1,0,1,1,1,0,1,0,0,0,1,0,46.87590117,89.29666005
2808,1,0,1,0,1,1,1,1,1,0,0,0,44.51929948,89.29676719
1211,0,1,0,0,1,0,1,1,1,0,1,1,44.51998886,89.29745657
2954,1,0,1,1,1,0,0,0,1,0,1,0,46.8773258,89.29808468
3466,1,1,0,1,1,0,0,0,1,0,1,0,46.87815584,89.29891472
3970,1,1,1,1,1,0,0,0,0,0,1,0,46.87865262,89.2994115
1450,0,1,0,1,1,0,1,0,1,0,1,0,46.87950272,89.3002616
1206,0,1,0,0,1,0,1,1,0,1,1,0,46.88018477,89.30094365
2732,1,0,1,0,1,0,1,0,1,1,0,0,46.88102371,89.30178259
1434,0,1,0,1,1,0,0,1,1,0,1,0,46.88192231,89.30268119
2634,1,0,1,0,0,1,0,0,1,0,1,0,49.23905927,89.30310933
1465,0,1,0,1,1,0,1,1,1,0,0,1,44.52819284,89.30566055
2546,1,0,0,1,1,1,1,1,0,0,1,0,44.52821841,89.30568612
1778,0,1,1,0,1,1,1,1,0,0,1,0,44.52835154,89.30581924
762,0,0,1,0,1,1,1,1,1,0,1,0,44.52877974,89.30624744
3314,1,1,0,0,1,1,1,1,0,0,1,0,44.52890479,89.3063725
3490,1,1,0,1,1,0,1,0,0,0,1,0,46.88645797,89.30721685
805,0,0,1,1,0,0,1,0,0,1,0,1,49.24617637,89.31022643
3746,1,1,1,0,1,0,1,0,0,0,1,0,46.88955998,89.31031886
2766,1,0,1,0,1,1,0,0,1,1,1,0,44.5334087,89.31087641
2234,1,0,0,0,1,0,1,1,1,0,1,0,46.890313,89.31107188
3161,1,1,0,0,0,1,0,1,1,0,0,1,46.89057187,89.31133075
2482,1,0,0,1,1,0,1,1,0,0,1,0,46.8940489,89.31480778
938,0,0,1,1,1,0,1,0,1,0,1,0,46.89408888,89.31484776
3250,1,1,0,0,1,0,1,1,0,0,1,0,46.89649643,89.31725531
764,0,0,1,0,1,1,1,1,1,1,0,0,44.54039696,89.31786467
1522,0,1,0,1,1,1,1,1,0,0,1,0,44.54117378,89.31864149
3824,1,1,1,0,1,1,1,1,0,0,0,0,44.5412973,89.318765
4000,1,1,1,1,1,0,1,0,0,0,0,0,46.89884221,89.31960109
3352,1,1,0,1,0,0,0,1,1,0,0,0,49.25738692,89.32143697
2581,1,0,1,0,0,0,0,1,0,1,0,1,49.25857462,89.32262468
1930,0,1,1,1,1,0,0,0,1,0,1,0,46.90215234,89.32291122
2833,1,0,1,1,0,0,0,1,0,0,0,1,49.25890732,89.32295738
2702,1,0,1,0,1,0,0,0,1,1,1,0,46.90384351,89.32460239
2802,1,0,1,0,1,1,1,1,0,0,1,0,44.54757204,89.32503974
3732,1,1,1,0,1,0,0,1,0,1,0,0,46.90510981,89.32586869
3556,1,1,0,1,1,1,1,0,0,1,0,0,44.55202783,89.32949554
2738,1,0,1,0,1,0,1,1,0,0,1,0,46.91045021,89.33120909
2018,0,1,1,1,1,1,1,0,0,0,1,0,44.5543822,89.33184991
3056,1,0,1,1,1,1,1,1,0,0,0,0,44.55664419,89.3341119
1198,0,1,0,0,1,0,1,0,1,1,1,0,46.91890117,89.33966005
2740,1,0,1,0,1,0,1,1,0,1,0,0,46.91944648,89.34020536
1956,0,1,1,1,1,0,1,0,0,1,0,0,46.92003122,89.3407901
1458,0,1,0,1,1,0,1,1,0,0,1,0,46.92056958,89.34132846
3540,1,1,0,1,1,1,0,1,0,1,0,0,44.56602383,89.34349154
1938,0,1,1,1,1,0,0,1,0,0,1,0,46.92369954,89.34445842
414,0,0,0,1,1,0,0,1,1,1,1,0,46.93282982,89.3535887
3316,1,1,0,0,1,1,1,1,0,1,0,0,44.58023762,89.35770533
1276,0,1,0,0,1,1,1,1,1,1,0,0,44.58440412,89.36187183
1524,0,1,0,1,1,1,1,1,0,1,0,0,44.58578521,89.36325291
1453,0,1,0,1,1,0,1,0,1,1,0,1,44.60047742,89.37794513
948,0,0,1,1,1,0,1,1,0,1,0,0,46.96018815,89.38094703
1497,0,1,0,1,1,1,0,1,1,0,0,1,44.60484696,89.38231467
1452,0,1,0,1,1,0,1,0,1,1,0,0,46.96356697,89.38432585
2828,1,0,1,1,0,0,0,0,1,1,0,0,49.32302729,89.38707734
2984,1,0,1,1,1,0,1,0,1,0,0,0,46.96661127,89.38737015
2968,1,0,1,1,1,0,0,1,1,0,0,0,46.96884416,89.38960305
1010,0,0,1,1,1,1,1,1,0,0,1,0,44.6129445,89.39041221
2548,1,0,0,1,1,1,1,1,0,1,0,0,44.61669087,89.39415857
1954,0,1,1,1,1,0,1,0,0,0,1,0,46.97831805,89.39907693
3752,1,1,1,0,1,0,1,0,1,0,0,0,46.97918623,89.39994511
910,0,0,1,1,1,0,0,0,1,1,1,0,46.98166489,89.40242377
1940,0,1,1,1,1,0,0,1,0,1,0,0,46.98734413,89.40810301
3553,1,1,0,1,1,1,1,0,0,0,0,1,44.63323694,89.41070464
1500,0,1,0,1,1,1,0,1,1,1,0,0,44.63397833,89.41144604
699,0,0,1,0,1,0,1,1,1,0,1,1,44.63404952,89.41151723
946,0,0,1,1,1,0,1,1,0,0,1,0,46.99233403,89.41309291
442,0,0,0,1,1,0,1,1,1,0,1,0,46.99768276,89.41844164
1182,0,1,0,0,1,0,0,1,1,1,1,0,46.99779315,89.41855203
2955,1,0,1,1,1,0,0,0,1,0,1,1,44.64257764,89.42004535
1516,0,1,0,1,1,1,1,0,1,1,0,0,44.6439585,89.42142621
1706,0,1,1,0,1,0,1,0,1,0,1,0,47.00348742,89.4242463
3736,1,1,1,0,1,0,0,1,1,0,0,0,47.00387116,89.42463004
3215,1,1,0,0,1,0,0,0,1,1,1,1,44.64843499,89.4259027
2540,1,0,0,1,1,1,1,0,1,1,0,0,44.65067244,89.42814015
1625,0,1,1,0,0,1,0,1,1,0,0,1,47.00812034,89.42887922
2459,1,0,0,1,1,0,0,1,1,0,1,1,44.65325701,89.43072472
2545,1,0,0,1,1,1,1,1,0,0,0,1,44.65362951,89.43109721
940,0,0,1,1,1,0,1,0,1,1,0,0,47.01451542,89.4352743
2733,1,0,1,0,1,0,1,0,1,1,0,1,44.66103949,89.43850719
3972,1,1,1,1,1,0,0,0,0,1,0,0,47.02134534,89.44210422
2524,1,0,0,1,1,1,0,1,1,1,0,0,44.67057593,89.44804364
2447,1,0,0,1,1,0,0,0,1,1,1,1,44.67111154,89.44857925
3976,1,1,1,1,1,0,0,0,1,0,0,0,47.02951888,89.45027776
3176,1,1,0,0,0,1,1,0,1,0,0,0,49.3873161,89.45136615
508,0,0,0,1,1,1,1,1,1,1,0,0,44.67543748,89.45290518
3760,1,1,1,0,1,0,1,1,0,0,0,0,47.03246078,89.45321966
3172,1,1,0,0,0,1,1,0,0,1,0,0,49.38984205,89.45389211
2992,1,0,1,1,1,0,1,1,0,0,0,0,47.03601305,89.45677193
1960,0,1,1,1,1,0,1,0,1,0,0,0,47.03609572,89.4568546
3537,1,1,0,1,1,1,0,1,0,0,0,1,44.68009258,89.45756029
941,0,0,1,1,1,0,1,0,1,1,0,1,44.68204712,89.45951483
1686,0,1,1,0,1,0,0,1,0,1,1,0,47.04486298,89.46562186
911,0,0,1,1,1,0,0,0,1,1,1,1,44.68891579,89.46638349
3724,1,1,1,0,1,0,0,0,1,1,0,0,47.04674993,89.46750881
2484,1,0,0,1,1,0,1,1,0,1,0,0,47.05111621,89.47187509
2235,1,0,0,0,1,0,1,1,1,0,1,1,44.69873884,89.47620655
1521,0,1,0,1,1,1,1,1,0,0,0,1,44.70153562,89.47900332
1355,0,1,0,1,0,1,0,0,1,0,1,1,47.05928547,89.48004435
3110,1,1,0,0,0,0,1,0,0,1,1,0,49.42812549,89.49217554
3476,1,1,0,1,1,0,0,1,0,1,0,0,47.07524505,89.49600393
2716,1,0,1,0,1,0,0,1,1,1,0,0,47.08024506,89.50100395
444,0,0,0,1,1,0,1,1,1,1,0,0,47.08751866,89.50827754
3984,1,1,1,1,1,0,0,1,0,0,0,0,47.08939346,89.51015234
3313,1,1,0,0,1,1,1,1,0,0,0,1,44.73285527,89.51032298
3292,1,1,0,0,1,1,0,1,1,1,0,0,44.73603288,89.51350059
1716,0,1,1,0,1,0,1,1,0,1,0,0,47.10108546,89.52184434
1932,0,1,1,1,1,0,0,0,1,1,0,0,47.10118192,89.5219408
2300,1,0,0,0,1,1,1,1,1,1,0,0,44.75136705,89.52883476
1721,0,1,1,0,1,0,1,1,1,0,0,1,44.75158933,89.52905704
3252,1,1,0,0,1,0,1,1,0,1,0,0,47.10919703,89.52995591
3239,1,1,0,0,1,0,1,0,0,1,1,1,44.7526597,89.5301274
565,0,0,1,0,0,0,1,1,0,1,0,1,49.46771001,89.53176006
1687,0,1,1,0,1,0,0,1,0,1,1,1,44.75692389,89.5343916
2744,1,0,1,0,1,0,1,1,1,0,0,0,47.11466997,89.53542885
2099,1,0,0,0,0,0,1,1,0,0,1,1,49.47405746,89.53810751
2602,1,0,1,0,0,0,1,0,1,0,1,0,49.47778719,89.54183725
2460,1,0,0,1,1,0,0,1,1,1,0,0,47.12392874,89.54468762
1968,0,1,1,1,1,0,1,1,0,0,0,0,47.12658268,89.54734156
1212,0,1,0,0,1,0,1,1,1,1,0,0,47.13334189,89.55410077
1460,0,1,0,1,1,0,1,1,0,1,0,0,47.13830765,89.55906653
2293,1,0,0,0,1,1,1,1,0,1,0,1,44.78280865,89.56027636
2236,1,0,0,0,1,0,1,1,1,1,0,0,47.14420682,89.5649657
1708,0,1,1,0,1,0,1,0,1,1,0,0,47.1482258,89.56898468
2711,1,0,1,0,1,0,0,1,0,1,1,1,44.7936396,89.5711073
3492,1,1,0,1,1,0,1,0,0,1,0,0,47.1519025,89.57266138
952,0,0,1,1,1,0,1,1,1,0,0,0,47.15533843,89.57609731
1210,0,1,0,0,1,0,1,1,1,0,1,0,47.15708676,89.57784564
1528,0,1,0,1,1,1,1,1,1,0,0,0,44.80217439,89.5796421
3091,1,1,0,0,0,0,0,1,0,0,1,1,49.51574414,89.57979419
3308,1,1,0,0,1,1,1,0,1,1,0,0,44.80711068,89.58457839
3596,1,1,1,0,0,0,0,0,1,1,0,0,49.523154,89.58720405
1678,0,1,1,0,1,0,0,0,1,1,1,0,47.16860082,89.5893597
686,0,0,1,0,1,0,1,0,1,1,1,0,47.17138293,89.59214181
1714,0,1,1,0,1,0,1,1,0,0,1,0,47.1742407,89.59499958
2341,1,0,0,1,0,0,1,0,0,1,0,1,49.53379401,89.59784406
700,0,0,1,0,1,0,1,1,1,1,0,0,47.17765456,89.59841344
2552,1,0,0,1,1,1,1,1,1,0,0,0,44.8212286,89.5986963
3544,1,1,0,1,1,1,0,1,1,0,0,0,44.82361544,89.60108315
3624,1,1,1,0,0,0,1,0,1,0,0,0,49.54440274,89.60845279
3244,1,1,0,0,1,0,1,0,1,1,0,0,47.18899117,89.60975005
3532,1,1,0,1,1,1,0,0,1,1,0,0,44.8489232,89.62639091
1611,0,1,1,0,0,1,0,0,1,0,1,1,47.2056999,89.62645878
1945,0,1,1,1,1,0,0,1,1,0,0,1,44.84972675,89.62719445
3320,1,1,0,0,1,1,1,1,1,0,0,0,44.84985639,89.62732409
2142,1,0,0,0,0,1,0,1,1,1,1,0,47.21559684,89.63635572
3560,1,1,0,1,1,1,1,0,1,0,0,0,44.86300745,89.64047516
1692,0,1,1,0,1,0,0,1,1,1,0,0,47.22478504,89.64554392
1720,0,1,1,0,1,0,1,1,1,0,0,0,47.23627222,89.6570311
953,0,0,1,1,1,0,1,1,1,0,0,1,44.88759758,89.66506529
3568,1,1,0,1,1,1,1,1,0,0,0,0,44.88793173,89.66539944
3228,1,1,0,0,1,0,0,1,1,1,0,0,47.25810812,89.678867
2223,1,0,0,0,1,0,1,0,1,1,1,1,44.92858918,89.70605689
1132,0,1,0,0,0,1,1,0,1,1,0,0,49.6469371,89.71098715
121,0,0,0,0,0,1,1,1,1,0,0,1,49.65219491,89.71624496
2154,1,0,0,0,0,1,1,0,1,0,1,0,49.65400645,89.7180565
3480,1,1,0,1,1,0,0,1,1,0,0,0,47.30473994,89.72549882
1464,0,1,0,1,1,0,1,1,1,0,0,0,47.31076535,89.73152423
2386,1,0,0,1,0,1,0,1,0,0,1,0,49.67052937,89.73457942
1354,0,1,0,1,0,1,0,0,1,0,1,0,49.67450619,89.73855625
3256,1,1,0,0,1,0,1,1,1,0,0,0,47.31923327,89.73999215
3496,1,1,0,1,1,0,1,0,1,0,0,0,47.32041562,89.7411745
1329,0,1,0,1,0,0,1,1,0,0,0,1,49.67746167,89.74151172
2488,1,0,0,1,1,0,1,1,1,0,0,0,47.32125961,89.74201849
2323,1,0,0,1,0,0,0,1,0,0,1,1,49.6858334,89.74988345
3170,1,1,0,0,0,1,1,0,0,0,1,0,49.68879329,89.75284334
3468,1,1,0,1,1,0,0,0,1,1,0,0,47.33672975,89.75748863
439,0,0,0,1,1,0,1,1,0,1,1,1,44.98659016,89.76405787
698,0,0,1,0,1,0,1,1,1,0,1,0,47.3481028,89.76886168
3156,1,1,0,0,0,1,0,1,0,1,0,0,49.73219052,89.79624058
2138,1,0,0,0,0,1,0,1,1,0,1,0,49.73348158,89.79753164
1610,0,1,1,0,0,1,0,0,1,0,1,0,49.73616558,89.80021563
687,0,0,1,0,1,0,1,0,1,1,1,1,45.02346764,89.80093535
3725,1,1,1,0,1,0,0,0,1,1,0,1,45.02874681,89.80621452
2156,1,0,0,0,0,1,1,0,1,1,0,0,49.74728392,89.81133398
2378,1,0,0,1,0,1,0,0,1,0,1,0,49.74885941,89.81290946
868,0,0,1,1,0,1,1,0,0,1,0,0,49.74990329,89.81395334
563,0,0,1,0,0,0,1,1,0,0,1,1,49.7510564,89.81510645
670,0,0,1,0,1,0,0,1,1,1,1,0,47.39692199,89.81768087
3142,1,1,0,0,0,1,0,0,0,1,1,0,49.75381924,89.8178693
2408,1,0,0,1,0,1,1,0,1,0,0,0,49.75832178,89.82237184
884,0,0,1,1,0,1,1,1,0,1,0,0,47.40531304,89.82607193
2374,1,0,0,1,0,1,0,0,0,1,1,0,49.77077687,89.83482692
3504,1,1,0,1,1,0,1,1,0,0,0,0,47.42454612,89.845305
1628,0,1,1,0,0,1,0,1,1,1,0,0,47.47088109,89.89163997
2380,1,0,0,1,0,1,0,0,1,1,0,0,49.82810188,89.89215194
3121,1,1,0,0,0,0,1,1,0,0,0,1,49.83094794,89.89499799
190,0,0,0,0,1,0,1,1,1,1,1,0,47.48690979,89.90766867
124,0,0,0,0,0,1,1,1,1,1,0,0,49.84637076,89.91042081
2882,1,0,1,1,0,1,0,0,0,0,1,0,49.84812681,89.91217687
3650,1,1,1,0,0,1,0,0,0,0,1,0,49.85152254,89.91557259
3394,1,1,0,1,0,1,0,0,0,0,1,0,49.85782959,89.92187964
555,0,0,1,0,0,0,1,0,1,0,1,1,49.86194514,89.92599519
3618,1,1,1,0,0,0,1,0,0,0,1,0,49.86739332,89.93144337
1134,0,1,0,0,0,1,1,0,1,1,1,0,47.51430717,89.93506605
2888,1,0,1,1,0,1,0,0,1,0,0,0,49.88961404,89.95366409
3408,1,1,0,1,0,1,0,1,0,0,0,0,49.89438126,89.95843132
3098,1,1,0,0,0,0,0,1,1,0,1,0,49.90571689,89.96976694
3652,1,1,1,0,0,1,0,0,0,1,0,0,49.91266933,89.97671939
2360,1,0,0,1,0,0,1,1,1,0,0,0,49.92600234,89.99005239
1955,0,1,1,1,1,0,1,0,0,0,1,1,45.21502928,89.99249698
3173,1,1,0,0,0,1,1,0,0,1,0,1,47.58968032,90.0104392
1637,0,1,1,0,0,1,1,0,0,1,0,1,47.59968069,90.02043957
2979,1,0,1,1,1,0,1,0,0,0,1,1,45.25645966,90.03392737
