,0,1,2,3,4,5,6,7,8,9,10,11,AIC,BIC
2275,1,0,0,0,1,1,1,0,0,0,1,1,42.38059633,84.80135521
3207,1,1,0,0,1,0,0,0,0,1,1,1,42.38217254,84.80293142
745,0,0,1,0,1,1,1,0,1,0,0,1,42.38224182,84.8030007
993,0,0,1,1,1,1,1,0,0,0,0,1,42.38449382,84.8052527
1745,0,1,1,0,1,1,0,1,0,0,0,1,42.38465681,84.80541569
977,0,0,1,1,1,1,0,1,0,0,0,1,42.38861979,84.80937867
2785,1,0,1,0,1,1,1,0,0,0,0,1,42.38948499,84.81024387
2769,1,0,1,0,1,1,0,1,0,0,0,1,42.39148643,84.81224531
1761,0,1,1,0,1,1,1,0,0,0,0,1,42.39656248,84.81732136
4032,1,1,1,1,1,1,0,0,0,0,0,0,42.39670796,84.81746684
1608,0,1,1,0,0,1,0,0,1,0,0,0,47.11137616,84.81871738
2198,1,0,0,0,1,0,0,1,0,1,1,0,44.75563503,84.81968508
711,0,0,1,0,1,1,0,0,0,1,1,1,42.40171507,84.82247395
1685,0,1,1,0,1,0,0,1,0,1,0,1,42.41061248,84.83137136
1484,0,1,0,1,1,1,0,0,1,1,0,0,42.41087423,84.83163311
669,0,0,1,0,1,0,0,1,1,1,0,1,42.41088681,84.83164569
732,0,0,1,0,1,1,0,1,1,1,0,0,42.41206147,84.83282035
2233,1,0,0,0,1,0,1,1,1,0,0,1,42.4121312,84.83289008
1297,0,1,0,1,0,0,0,1,0,0,0,1,47.12563672,84.83297794
1181,0,1,0,0,1,0,0,1,1,1,0,1,42.41347925,84.83423813
2104,1,0,0,0,0,0,1,1,1,0,0,0,47.12897313,84.83631436
3270,1,1,0,0,1,1,0,0,0,1,1,0,42.41621132,84.8369702
921,0,0,1,1,1,0,0,1,1,0,0,1,42.41839596,84.83915484
3241,1,1,0,0,1,0,1,0,1,0,0,1,42.42076621,84.84152509
1764,0,1,1,0,1,1,1,0,0,1,0,0,42.42612126,84.84688014
723,0,0,1,0,1,1,0,1,0,0,1,1,42.42621245,84.84697133
739,0,0,1,0,1,1,1,0,0,0,1,1,42.4300734,84.85083228
2788,1,0,1,0,1,1,1,0,0,1,0,0,42.4308821,84.85164098
3522,1,1,0,1,1,1,0,0,0,0,1,0,42.43111962,84.8518785
3274,1,1,0,0,1,1,0,0,1,0,1,0,42.43239328,84.85315216
2502,1,0,0,1,1,1,0,0,0,1,1,0,42.43431905,84.85507793
2506,1,0,0,1,1,1,0,0,1,0,1,0,42.4358514,84.85661028
1195,0,1,0,0,1,0,1,0,1,0,1,1,42.43599786,84.85675674
1482,0,1,0,1,1,1,0,0,1,0,1,0,42.43655533,84.85731421
3010,1,0,1,1,1,1,0,0,0,0,1,0,42.43722184,84.85798072
483,0,0,0,1,1,1,1,0,0,0,1,1,42.43838373,84.85914261
3778,1,1,1,0,1,1,0,0,0,0,1,0,42.44064649,84.86140537
3282,1,1,0,0,1,1,0,1,0,0,1,0,42.44280666,84.86356554
1506,0,1,0,1,1,1,1,0,0,0,1,0,42.44707155,84.86783043
753,0,0,1,0,1,1,1,1,0,0,0,1,42.44970126,84.87046014
338,0,0,0,1,0,1,0,1,0,0,1,0,47.16459304,84.87193427
3298,1,1,0,0,1,1,1,0,0,0,1,0,42.45373081,84.87448969
77,0,0,0,0,0,1,0,0,1,1,0,1,47.17193673,84.87927796
1478,0,1,0,1,1,1,0,0,0,1,1,0,42.45956298,84.88032186
1254,0,1,0,0,1,1,1,0,0,1,1,0,42.46011168,84.88087056
2281,1,0,0,0,1,1,1,0,1,0,0,1,42.46052584,84.88128472
1986,0,1,1,1,1,1,0,0,0,0,1,0,42.4621438,84.88290268
1258,0,1,0,0,1,1,1,0,1,0,1,0,42.46550487,84.88626375
1238,0,1,0,0,1,1,0,1,0,1,1,0,42.46644175,84.88720063
1490,0,1,0,1,1,1,0,1,0,0,1,0,42.46721117,84.88797005
2530,1,0,0,1,1,1,1,0,0,0,1,0,42.46930115,84.89006003
1242,0,1,0,0,1,1,0,1,1,0,1,0,42.47312205,84.89388093
2514,1,0,0,1,1,1,0,1,0,0,1,0,42.4732832,84.89404208
3012,1,0,1,1,1,1,0,0,0,1,0,0,42.47420505,84.89496393
1748,0,1,1,0,1,1,0,1,0,1,0,0,42.47462418,84.89538306
3784,1,1,1,0,1,1,0,0,1,0,0,0,42.47708832,84.8978472
486,0,0,0,1,1,1,1,0,0,1,1,0,42.47795088,84.89870976
3808,1,1,1,0,1,1,1,0,0,0,0,0,42.47801636,84.89877524
3168,1,1,0,0,0,1,1,0,0,0,0,0,47.19148764,84.89882887
1988,0,1,1,1,1,1,0,0,0,1,0,0,42.48076177,84.90152065
748,0,0,1,0,1,1,1,0,1,1,0,0,42.48522534,84.90598422
3792,1,1,1,0,1,1,0,1,0,0,0,0,42.48654215,84.90730103
3016,1,0,1,1,1,1,0,0,1,0,0,0,42.48724329,84.90800218
3024,1,0,1,1,1,1,0,1,0,0,0,0,42.48730925,84.90806813
1734,0,1,1,0,1,1,0,0,0,1,1,0,42.4877834,84.90854228
1992,0,1,1,1,1,1,0,0,1,0,0,0,42.49034642,84.9111053
726,0,0,1,0,1,1,0,1,0,1,1,0,42.49224313,84.91300201
1738,0,1,1,0,1,1,0,0,1,0,1,0,42.49280637,84.91356525
490,0,0,0,1,1,1,1,0,1,0,1,0,42.49437958,84.91513846
3717,1,1,1,0,1,0,0,0,0,1,0,1,42.49645933,84.91721821
3780,1,1,1,0,1,1,0,0,0,1,0,0,42.49656853,84.91732741
2278,1,0,0,0,1,1,1,0,0,1,1,0,42.49678395,84.91754283
980,0,0,1,1,1,1,0,1,0,1,0,0,42.49734852,84.9181074
474,0,0,0,1,1,1,0,1,1,0,1,0,42.49805003,84.91880891
2262,1,0,0,0,1,1,0,1,0,1,1,0,42.50011838,84.92087727
2442,1,0,0,1,1,0,0,0,1,0,1,0,44.85944053,84.92349059
470,0,0,0,1,1,1,0,1,0,1,1,0,42.50458123,84.92534011
2266,1,0,0,0,1,1,0,1,1,0,1,0,42.50464229,84.92540117
1752,0,1,1,0,1,1,0,1,1,0,0,0,42.5049342,84.92569308
984,0,0,1,1,1,1,0,1,1,0,0,0,42.51033352,84.9310924
2070,1,0,0,0,0,0,0,1,0,1,1,0,47.22461024,84.93195147
1000,0,0,1,1,1,1,1,0,1,0,0,0,42.51158444,84.93234332
2000,0,1,1,1,1,1,0,1,0,0,0,0,42.51183182,84.9325907
1762,0,1,1,0,1,1,1,0,0,0,1,0,42.51260493,84.93336381
2438,1,0,0,1,1,0,0,0,0,1,1,0,44.87074271,84.93479276
3206,1,1,0,0,1,0,0,0,0,1,1,0,44.87082241,84.93487246
2282,1,0,0,0,1,1,1,0,1,0,1,0,42.51488189,84.93564077
1768,0,1,1,0,1,1,1,0,1,0,0,0,42.51568739,84.93644627
462,0,0,0,1,1,1,0,0,1,1,1,0,42.51631195,84.93707083
718,0,0,1,0,1,1,0,0,1,1,1,0,42.51666104,84.93741992
2292,1,0,0,0,1,1,1,1,0,1,0,0,42.5175835,84.93834238
756,0,0,1,0,1,1,1,1,0,1,0,0,42.5177847,84.93854358
3458,1,1,0,1,1,0,0,0,0,0,1,0,44.87516276,84.93921281
2946,1,0,1,1,1,0,0,0,0,0,1,0,44.87540059,84.93945064
966,0,0,1,1,1,1,0,0,0,1,1,0,42.5187859,84.93954478
996,0,0,1,1,1,1,1,0,0,1,0,0,42.5192089,84.93996778
1740,0,1,1,0,1,1,0,0,1,1,0,0,42.52142201,84.94218089
2776,1,0,1,0,1,1,0,1,1,0,0,0,42.52212893,84.94288781
742,0,0,1,0,1,1,1,0,0,1,1,0,42.5230385,84.94379738
12,0,0,0,0,0,0,0,0,1,1,0,0,51.95009225,84.94401582
2792,1,0,1,0,1,1,1,0,1,0,0,0,42.52399123,84.94475011
3714,1,1,1,0,1,0,0,0,0,0,1,0,44.88098329,84.94503335
730,0,0,1,0,1,1,0,1,1,0,1,0,42.52442967,84.94518855
970,0,0,1,1,1,1,0,0,1,0,1,0,42.52494716,84.94570605
2764,1,0,1,0,1,1,0,0,1,1,0,0,42.52545251,84.94621139
972,0,0,1,1,1,1,0,0,1,1,0,0,42.5256,84.94635888
2466,1,0,0,1,1,0,1,0,0,0,1,0,44.88350347,84.94755353
1746,0,1,1,0,1,1,0,1,0,0,1,0,42.526898,84.94765688
2762,1,0,1,0,1,1,0,0,1,0,1,0,42.52732582,84.9480847
246,0,0,0,0,1,1,1,1,0,1,1,0,42.52834869,84.94910757
3210,1,1,0,0,1,0,0,0,1,0,1,0,44.88509835,84.94914841
978,0,0,1,1,1,1,0,1,0,0,1,0,42.52851391,84.94927279
2758,1,0,1,0,1,1,0,0,0,1,1,0,42.52885004,84.94960892
2713,1,0,1,0,1,0,0,1,1,0,0,1,42.52909349,84.94985237
2376,1,0,0,1,0,1,0,0,1,0,0,0,47.24260589,84.94994712
2450,1,0,0,1,1,0,0,1,0,0,1,0,44.886429,84.95047905
498,0,0,0,1,1,1,1,1,0,0,1,0,42.52984335,84.95060223
760,0,0,1,0,1,1,1,1,1,0,0,0,42.53006393,84.95082281
2800,1,0,1,0,1,1,1,1,0,0,0,0,42.53073521,84.95149409
2254,1,0,0,0,1,1,0,0,1,1,1,0,42.53201477,84.95277365
746,0,0,1,0,1,1,1,0,1,0,1,0,42.53441639,84.95517527
1266,0,1,0,0,1,1,1,1,0,0,1,0,42.53508206,84.95584094
2122,1,0,0,0,0,1,0,0,1,0,1,0,47.25054004,84.95788126
3360,1,1,0,1,0,0,1,0,0,0,0,0,47.25107688,84.95841811
2016,0,1,1,1,1,1,1,0,0,0,0,0,42.53947934,84.96023822
1922,0,1,1,1,1,0,0,0,0,0,1,0,44.89693116,84.96098122
429,0,0,0,1,1,0,1,0,1,1,0,1,42.54052331,84.96128219
2770,1,0,1,0,1,1,0,1,0,0,1,0,42.54127094,84.96202982
994,0,0,1,1,1,1,1,0,0,0,1,0,42.54294437,84.96370325
2694,1,0,1,0,1,0,0,0,0,1,1,0,44.90160403,84.96565409
2724,1,0,1,0,1,0,1,0,0,1,0,0,44.90315362,84.96720367
3234,1,1,0,0,1,0,1,0,0,0,1,0,44.9040958,84.96814586
3521,1,1,0,1,1,1,0,0,0,0,0,1,42.54956083,84.97031971
3218,1,1,0,0,1,0,0,1,0,0,1,0,44.90657416,84.97062421
1008,0,0,1,1,1,1,1,1,0,0,0,0,42.55122466,84.97198354
2698,1,0,1,0,1,0,0,0,1,0,1,0,44.91091129,84.97496135
2218,1,0,0,0,1,0,1,0,1,0,1,0,44.91268646,84.97673651
2473,1,0,0,1,1,0,1,0,1,0,0,1,42.56271003,84.98346891
207,0,0,0,0,1,1,0,0,1,1,1,1,42.56273378,84.98349266
1099,0,1,0,0,0,1,0,0,1,0,1,1,44.9244137,84.98846376
2786,1,0,1,0,1,1,1,0,0,0,1,0,42.57043943,84.99119831
406,0,0,0,1,1,0,0,1,0,1,1,0,44.92753868,84.99158873
2722,1,0,1,0,1,0,1,0,0,0,1,0,44.92833098,84.99238103
2706,1,0,1,0,1,0,0,1,0,0,1,0,44.93321176,84.99726181
816,0,0,1,1,0,0,1,1,0,0,0,0,47.29380153,85.00114276
3040,1,0,1,1,1,1,1,0,0,0,0,0,42.58071989,85.00147877
1432,0,1,0,1,1,0,0,1,1,0,0,0,44.94025889,85.00430894
2516,1,0,0,1,1,1,0,1,0,1,0,0,42.5882967,85.00905558
1492,0,1,0,1,1,1,0,1,0,1,0,0,42.59538245,85.01614133
1776,0,1,1,0,1,1,1,1,0,0,0,0,42.59679699,85.01755588
1442,0,1,0,1,1,0,1,0,0,0,1,0,44.95363939,85.01768944
3090,1,1,0,0,0,0,0,1,0,0,1,0,47.31096141,85.01830263
754,0,0,1,0,1,1,1,1,0,0,1,0,42.59891203,85.01967091
3220,1,1,0,0,1,0,0,1,0,1,0,0,44.96057394,85.02462399
1477,0,1,0,1,1,1,0,0,0,1,0,1,42.60663846,85.02739734
238,0,0,0,0,1,1,1,0,1,1,1,0,42.62068728,85.04144616
422,0,0,0,1,1,0,1,0,0,1,1,0,44.97948233,85.04353238
1689,0,1,1,0,1,0,0,1,1,0,0,1,42.62736216,85.04812104
906,0,0,1,1,1,0,0,0,1,0,1,0,44.98760742,85.05165747
1174,0,1,0,0,1,0,0,1,0,1,1,0,44.99211315,85.05616321
930,0,0,1,1,1,0,1,0,0,0,1,0,44.99220339,85.05625345
1260,0,1,0,0,1,1,1,0,1,1,0,0,42.63869368,85.05945256
2290,1,0,0,0,1,1,1,1,0,0,1,0,42.63884014,85.05959902
1489,0,1,0,1,1,1,0,1,0,0,0,1,42.63966672,85.0604256
932,0,0,1,1,1,0,1,0,0,1,0,0,44.99711069,85.06116075
1352,0,1,0,1,0,1,0,0,1,0,0,0,47.354092,85.06143322
411,0,0,0,1,1,0,0,1,1,0,1,1,42.64114485,85.06190373
426,0,0,0,1,1,0,1,0,1,0,1,0,44.99800548,85.06205553
1320,0,1,0,1,0,0,1,0,1,0,0,0,47.35895018,85.06629141
1505,0,1,0,1,1,1,1,0,0,0,0,1,42.64662518,85.06738406
1268,0,1,0,0,1,1,1,1,0,1,0,0,42.64820947,85.06896836
655,0,0,1,0,1,0,0,0,1,1,1,1,42.64927619,85.07003507
3281,1,1,0,0,1,1,0,1,0,0,0,1,42.64976177,85.07052065
1237,0,1,0,0,1,1,0,1,0,1,0,1,42.65055749,85.07131637
410,0,0,0,1,1,0,0,1,1,0,1,0,45.00777121,85.07182127
2191,1,0,0,0,1,0,0,0,1,1,1,1,42.65630935,85.07706823
1700,0,1,1,0,1,0,1,0,0,1,0,0,45.01580711,85.07985717
306,0,0,0,1,0,0,1,1,0,0,1,0,47.37388352,85.08122475
250,0,0,0,0,1,1,1,1,1,0,1,0,42.66324427,85.08400315
3284,1,1,0,0,1,1,0,1,0,1,0,0,42.66373132,85.0844902
25,0,0,0,0,0,0,0,1,1,0,0,1,49.73516811,85.08580051
187,0,0,0,0,1,0,1,1,1,0,1,1,42.66853684,85.08929572
3716,1,1,1,0,1,0,0,0,0,1,0,0,45.02878559,85.09283564
2529,1,0,0,1,1,1,1,0,0,0,0,1,42.67334596,85.09410484
3297,1,1,0,0,1,1,1,0,0,0,0,1,42.67897587,85.09973475
1265,0,1,0,0,1,1,1,1,0,0,0,1,42.68069249,85.10145137
1043,0,1,0,0,0,0,0,1,0,0,1,1,47.39618404,85.10352527
2513,1,0,0,1,1,1,0,1,0,0,0,1,42.68415357,85.10491245
3720,1,1,1,0,1,0,0,0,1,0,0,0,45.04262958,85.10667963
1449,0,1,0,1,1,0,1,0,1,0,0,1,42.68687553,85.10763441
3744,1,1,1,0,1,0,1,0,0,0,0,0,45.04367766,85.10772772
3078,1,1,0,0,0,0,0,0,0,1,1,0,47.40274449,85.11008572
1244,0,1,0,0,1,1,0,1,1,1,0,0,42.69235202,85.1131109
500,0,0,0,1,1,1,1,1,0,1,0,0,42.69245012,85.113209
1548,0,1,1,0,0,0,0,0,1,1,0,0,47.40588672,85.11322795
2976,1,0,1,1,1,0,1,0,0,0,0,0,45.05477841,85.11882847
2190,1,0,0,0,1,0,0,0,1,1,1,0,45.05636603,85.12041608
476,0,0,0,1,1,1,0,1,1,1,0,0,42.7007569,85.12151578
2960,1,0,1,1,1,0,0,1,0,0,0,0,45.05836016,85.12241021
2226,1,0,0,0,1,0,1,1,0,0,1,0,45.05843964,85.1224897
916,0,0,1,1,1,0,0,1,0,1,0,0,45.06442143,85.12847148
1701,0,1,1,0,1,0,1,0,0,1,0,1,42.70773644,85.12849532
2728,1,0,1,0,1,0,1,0,1,0,0,0,45.06751693,85.13156698
461,0,0,0,1,1,1,0,0,1,1,0,1,42.71478283,85.13554172
243,0,0,0,0,1,1,1,1,0,0,1,1,42.718435,85.13919388
2701,1,0,1,0,1,0,0,0,1,1,0,1,42.71872769,85.13948657
2468,1,0,0,1,1,0,1,0,0,1,0,0,45.07719223,85.14124228
3728,1,1,1,0,1,0,0,1,0,0,0,0,45.07918202,85.14323207
2820,1,0,1,1,0,0,0,0,0,1,0,0,47.43777158,85.14511281
2284,1,0,0,0,1,1,1,0,1,1,0,0,42.72508042,85.1458393
222,0,0,0,0,1,1,0,1,1,1,1,0,42.72843124,85.14919012
3461,1,1,0,1,1,0,0,0,0,1,0,1,42.72843912,85.149198
2532,1,0,0,1,1,1,1,0,0,1,0,0,42.73306479,85.15382367
1924,0,1,1,1,1,0,0,0,0,1,0,0,45.09047445,85.15452451
1952,0,1,1,1,1,0,1,0,0,0,0,0,45.09709282,85.16114288
3145,1,1,0,0,0,1,0,0,1,0,0,1,45.09847875,85.16252881
497,0,0,0,1,1,1,1,1,0,0,0,1,42.74492572,85.16568461
1928,0,1,1,1,1,0,0,0,1,0,0,0,45.10306745,85.16711751
1178,0,1,0,0,1,0,0,1,1,0,1,0,45.10311441,85.16716447
1508,0,1,0,1,1,1,1,0,0,1,0,0,42.74844885,85.16920773
1444,0,1,0,1,1,0,1,0,0,1,0,0,45.10568386,85.16973392
2228,1,0,0,0,1,0,1,1,0,1,0,0,45.10650449,85.17055454
586,0,0,1,0,0,1,0,0,1,0,1,0,47.46400009,85.17134131
3236,1,1,0,0,1,0,1,0,0,1,0,0,45.12216625,85.18621631
601,0,0,1,0,0,1,0,1,1,0,0,1,45.12660927,85.19065932
804,0,0,1,1,0,0,1,0,0,1,0,0,47.48352185,85.19086308
1194,0,1,0,0,1,0,1,0,1,0,1,0,45.12873507,85.19278513
43,0,0,0,0,0,0,1,0,1,0,1,1,47.4910831,85.19842432
3144,1,1,0,0,0,1,0,0,1,0,0,0,47.49333214,85.20067336
1209,0,1,0,0,1,0,1,1,1,0,0,1,42.79187279,85.21263167
2277,1,0,0,0,1,1,1,0,0,1,0,1,42.79240675,85.21316563
2220,1,0,0,0,1,0,1,0,1,1,0,0,45.1551607,85.21921075
2204,1,0,0,0,1,0,0,1,1,1,0,0,45.15738294,85.221433
1098,0,1,0,0,0,1,0,0,1,0,1,0,47.51442262,85.22176385
920,0,0,1,1,1,0,0,1,1,0,0,0,45.15842731,85.22247737
2289,1,0,0,0,1,1,1,1,0,0,0,1,42.80518556,85.22594444
428,0,0,0,1,1,0,1,0,1,1,0,0,45.16402755,85.22807761
1670,0,1,1,0,1,0,0,0,0,1,1,0,45.16861194,85.23266199
1674,0,1,1,0,1,0,0,0,1,0,1,0,45.17257625,85.23662631
2400,1,0,0,1,0,1,1,0,0,0,0,0,47.52970051,85.23704174
3288,1,1,0,0,1,1,0,1,1,0,0,0,42.81652182,85.2372807
1448,0,1,0,1,1,0,1,0,1,0,0,0,45.17669875,85.24074881
356,0,0,0,1,0,1,1,0,0,1,0,0,47.53434261,85.24168384
2268,1,0,0,0,1,1,0,1,1,1,0,0,42.82310077,85.24385965
1204,0,1,0,0,1,0,1,1,0,1,0,0,45.1819189,85.24596895
436,0,0,0,1,1,0,1,1,0,1,0,0,45.18261974,85.24666979
684,0,0,1,0,1,0,1,0,1,1,0,0,45.18615585,85.2502059
2536,1,0,0,1,1,1,1,0,1,0,0,0,42.82984868,85.25060756
1682,0,1,1,0,1,0,0,1,0,0,1,0,45.18685659,85.25090664
58,0,0,0,0,0,0,1,1,1,0,1,0,47.54369116,85.25103239
936,0,0,1,1,1,0,1,0,1,0,0,0,45.18714432,85.25119437
2520,1,0,0,1,1,1,0,1,1,0,0,0,42.83143937,85.25219825
1286,0,1,0,1,0,0,0,0,0,1,1,0,47.54672204,85.25406327
3304,1,1,0,0,1,1,1,0,1,0,0,0,42.83482014,85.25557902
1512,0,1,0,1,1,1,1,0,1,0,0,0,42.83526239,85.25602127
3300,1,1,0,0,1,1,1,0,0,1,0,0,42.8359394,85.25669828
2203,1,0,0,0,1,0,0,1,1,0,1,1,42.83948871,85.26024759
1272,0,1,0,0,1,1,1,1,1,0,0,0,42.84046086,85.26121974
492,0,0,0,1,1,1,1,0,1,1,0,0,42.84156426,85.26232314
1180,0,1,0,0,1,0,0,1,1,1,0,0,45.20462283,85.26867289
1684,0,1,1,0,1,0,0,1,0,1,0,0,45.20533753,85.26938758
2508,1,0,0,1,1,1,0,0,1,1,0,0,42.85051922,85.2712781
398,0,0,0,1,1,0,0,0,1,1,1,0,45.2076821,85.27173216
692,0,0,1,0,1,0,1,1,0,1,0,0,45.20902421,85.27307426
3528,1,1,0,1,1,1,0,0,1,0,0,0,42.85374344,85.27450232
1796,0,1,1,1,0,0,0,0,0,1,0,0,47.56801145,85.27535268
562,0,0,1,0,0,0,1,1,0,0,1,0,47.56908733,85.27642856
1496,0,1,0,1,1,1,0,1,1,0,0,0,42.85634027,85.27709915
3460,1,1,0,1,1,0,0,0,0,1,0,0,45.2161961,85.28024615
3524,1,1,0,1,1,1,0,0,0,1,0,0,42.86206983,85.28282872
662,0,0,1,0,1,0,0,1,0,1,1,0,45.21918552,85.28323558
1113,0,1,0,0,0,1,0,1,1,0,0,1,45.22245203,85.28650208
3276,1,1,0,0,1,1,0,0,1,1,0,0,42.86589246,85.28665134
3472,1,1,0,1,1,0,0,1,0,0,0,0,45.22986596,85.29391601
2736,1,0,1,0,1,0,1,1,0,0,0,0,45.23415878,85.29820883
1520,0,1,0,1,1,1,1,1,0,0,0,0,42.88359629,85.30435517
3536,1,1,0,1,1,1,0,1,0,0,0,0,42.88363337,85.30439225
2700,1,0,1,0,1,0,0,0,1,1,0,0,45.24076461,85.30481466
3312,1,1,0,0,1,1,1,1,0,0,0,0,42.8848448,85.30560368
1688,0,1,1,0,1,0,0,1,1,0,0,0,45.2419625,85.30601255
678,0,0,1,0,1,0,1,0,0,1,1,0,45.24335749,85.30740754
908,0,0,1,1,1,0,0,0,1,1,0,0,45.25228179,85.31633184
1420,0,1,0,1,1,0,0,0,1,1,0,0,45.25309794,85.31714799
1196,0,1,0,0,1,0,1,0,1,1,0,0,45.25656668,85.32061673
1456,0,1,0,1,1,0,1,1,0,0,0,0,45.2600175,85.32406755
1704,0,1,1,0,1,0,1,0,1,0,0,0,45.27470772,85.33875777
3552,1,1,0,1,1,1,1,0,0,0,0,0,42.92817568,85.34893456
3240,1,1,0,0,1,0,1,0,1,0,0,0,45.30269472,85.36674477
2472,1,0,0,1,1,0,1,0,1,0,0,0,45.30588552,85.36993558
2444,1,0,0,1,1,0,0,0,1,1,0,0,45.30666907,85.37071913
2232,1,0,0,0,1,0,1,1,1,0,0,0,45.30936139,85.37341144
1208,0,1,0,0,1,0,1,1,1,0,0,0,45.31414288,85.37819293
3224,1,1,0,0,1,0,0,1,1,0,0,0,45.31443322,85.37848327
2456,1,0,0,1,1,0,0,1,1,0,0,0,45.3152642,85.37931426
1202,0,1,0,0,1,0,1,1,0,0,1,0,45.31748813,85.38153818
440,0,0,0,1,1,0,1,1,1,0,0,0,45.31850849,85.38255854
2338,1,0,0,1,0,0,1,0,0,0,1,0,47.67781401,85.38515523
2600,1,0,1,0,0,0,1,0,1,0,0,0,47.68257765,85.38991888
944,0,0,1,1,1,0,1,1,0,0,0,0,45.32789085,85.39194091
305,0,0,0,1,0,0,1,1,0,0,0,1,47.68587403,85.39321526
666,0,0,1,0,1,0,0,1,1,0,1,0,45.33714816,85.40119822
696,0,0,1,0,1,0,1,1,1,0,0,0,45.33903401,85.40308406
2544,1,0,0,1,1,1,1,1,0,0,0,0,42.98259849,85.40335737
1428,0,1,0,1,1,0,0,1,0,1,0,0,45.34092046,85.40497051
668,0,0,1,0,1,0,0,1,1,1,0,0,45.35985667,85.42390672
358,0,0,0,1,0,1,1,0,0,1,1,0,45.36806215,85.43211221
1123,0,1,0,0,0,1,1,0,0,0,1,1,45.36820417,85.43225423
682,0,0,1,0,1,0,1,0,1,0,1,0,45.379879,85.44392905
158,0,0,0,0,1,0,0,1,1,1,1,0,45.39208371,85.45613376
2296,1,0,0,0,1,1,1,1,1,0,0,0,43.04113584,85.46189472
2480,1,0,0,1,1,0,1,1,0,0,0,0,45.39885131,85.46290136
1712,0,1,1,0,1,0,1,1,0,0,0,0,45.40013568,85.46418573
3464,1,1,0,1,1,0,0,0,1,0,0,0,45.40234841,85.46639847
3488,1,1,0,1,1,0,1,0,0,0,0,0,45.40254569,85.46659574
3212,1,1,0,0,1,0,0,0,1,1,0,0,45.40533261,85.46938266
2221,1,0,0,0,1,0,1,0,1,1,0,1,43.05987317,85.48063205
1676,0,1,1,0,1,0,0,0,1,1,0,0,45.41960872,85.48365877
3248,1,1,0,0,1,0,1,1,0,0,0,0,45.42090941,85.48495946
2949,1,0,1,1,1,0,0,0,0,1,0,1,43.09162705,85.51238593
690,0,0,1,0,1,0,1,1,0,0,1,0,45.46667779,85.53072785
654,0,0,1,0,1,0,0,0,1,1,1,0,45.47079,85.53484005
1080,0,1,0,0,0,0,1,1,1,0,0,0,47.83295572,85.54029695
182,0,0,0,0,1,0,1,1,0,1,1,0,45.48780433,85.55185438
174,0,0,0,0,1,0,1,0,1,1,1,0,45.49643155,85.5604816
186,0,0,0,0,1,0,1,1,1,0,1,0,45.49870541,85.56275547
3225,1,1,0,0,1,0,0,1,1,0,0,1,43.14381166,85.56457054
3138,1,1,0,0,0,1,0,0,0,0,1,0,47.86634531,85.57368654
2370,1,0,0,1,0,1,0,0,0,0,1,0,47.87830263,85.58564385
540,0,0,1,0,0,0,0,1,1,1,0,0,47.87968512,85.58702635
55,0,0,0,0,0,0,1,1,0,1,1,1,45.52818748,85.59223753
1443,0,1,0,1,1,0,1,0,0,0,1,1,43.22739992,85.6481588
2404,1,0,0,1,0,1,1,0,0,1,0,0,45.58988902,85.65393907
2309,1,0,0,1,0,0,0,0,0,1,0,1,47.95931971,85.66666094
423,0,0,0,1,1,0,1,0,0,1,1,1,43.24935259,85.67011147
2626,1,0,1,0,0,1,0,0,0,0,1,0,47.97954809,85.68688932
2451,1,0,0,1,1,0,0,1,0,0,1,1,43.26633931,85.68709819
2118,1,0,0,0,0,1,0,0,0,1,1,0,47.99959928,85.70694051
1677,0,1,1,0,1,0,0,0,1,1,0,1,43.29468014,85.71543902
596,0,0,1,0,0,1,0,1,0,1,0,0,48.01118736,85.71852858
2372,1,0,0,1,0,1,0,0,0,1,0,0,48.01483142,85.72217265
1109,0,1,0,0,0,1,0,1,0,1,0,1,45.6678282,85.73187826
564,0,0,1,0,0,0,1,1,0,1,0,0,48.03154689,85.73888812
568,0,0,1,0,0,0,1,1,1,0,0,0,48.03399991,85.74134114
2321,1,0,0,1,0,0,0,1,0,0,0,1,48.0382077,85.74554892
1346,0,1,0,1,0,1,0,0,0,0,1,0,48.04661842,85.75395965
2880,1,0,1,1,0,1,0,0,0,0,0,0,48.05093438,85.75827561
3648,1,1,1,0,0,1,0,0,0,0,0,0,48.05586241,85.76320364
614,0,0,1,0,0,1,1,0,0,1,1,0,45.7024407,85.76649075
1368,0,1,0,1,0,1,0,1,1,0,0,0,45.7086423,85.77269236
3140,1,1,0,0,0,1,0,0,0,1,0,0,48.07314238,85.78048361
915,0,0,1,1,1,0,0,1,0,0,1,1,43.36585453,85.78661341
2628,1,0,1,0,0,1,0,0,0,1,0,0,48.09599377,85.803335
2089,1,0,0,0,0,0,1,0,1,0,0,1,48.10026649,85.80760772
2723,1,0,1,0,1,0,1,0,0,0,1,1,43.39727886,85.81803774
2067,1,0,0,0,0,0,0,1,0,0,1,1,48.13934568,85.84668691
1348,0,1,0,1,0,1,0,0,0,1,0,0,48.14239641,85.84973764
53,0,0,0,0,0,0,1,1,0,1,0,1,48.14436616,85.85170738
3745,1,1,1,0,1,0,1,0,0,0,0,1,43.43172042,85.8524793
1699,0,1,1,0,1,0,1,0,0,0,1,1,43.43569806,85.85645694
1636,0,1,1,0,0,1,1,0,0,1,0,0,45.79834021,85.86239026
2977,1,0,1,1,1,0,1,0,0,0,0,1,43.44688114,85.86764002
