,0,1,2,3,4,5,6,7,8,9,10,AIC,BIC
595,0,1,0,0,1,0,1,0,0,1,1,39.26922102,76.97656225
18,0,0,0,0,0,0,1,0,0,1,0,46.36454354,77.00175828
21,0,0,0,0,0,0,1,0,1,0,1,44.03905444,77.03297801
24,0,0,0,0,0,0,1,1,0,0,0,46.42876553,77.06598027
1072,1,0,0,0,0,1,1,0,0,0,0,44.11698797,77.11091154
770,0,1,1,0,0,0,0,0,0,1,0,44.16711539,77.16103897
52,0,0,0,0,0,1,1,0,1,0,0,44.18422528,77.17814886
1233,1,0,0,1,1,0,1,0,0,0,1,39.49652597,77.2038672
1074,1,0,0,0,0,1,1,0,0,1,0,41.89010216,77.24073456
266,0,0,1,0,0,0,0,1,0,1,0,44.26501516,77.25893873
137,0,0,0,1,0,0,0,1,0,0,1,44.29611962,77.2900432
327,0,0,1,0,1,0,0,0,1,1,1,39.59368669,77.30102792
1219,1,0,0,1,1,0,0,0,0,1,1,39.59586094,77.30320217
1281,1,0,1,0,0,0,0,0,0,0,1,44.31286711,77.30679069
1184,1,0,0,1,0,1,0,0,0,0,0,44.32126748,77.31519105
1617,1,1,0,0,1,0,1,0,0,0,1,39.61056445,77.31790568
1568,1,1,0,0,0,1,0,0,0,0,0,44.32979325,77.32371682
553,0,1,0,0,0,1,0,1,0,0,1,41.97463679,77.32526919
648,0,1,0,1,0,0,0,1,0,0,0,44.33812921,77.33205279
560,0,1,0,0,0,1,1,0,0,0,0,44.34103096,77.33495454
35,0,0,0,0,0,1,0,0,0,1,1,44.3856117,77.37953527
1048,1,0,0,0,0,0,1,1,0,0,0,44.39556369,77.38948727
568,0,1,0,0,0,1,1,1,0,0,0,42.0488344,77.3994668
172,0,0,0,1,0,1,0,1,1,0,0,42.05124934,77.40188174
1225,1,0,0,1,1,0,0,1,0,0,1,39.69477118,77.40211241
784,0,1,1,0,0,0,1,0,0,0,0,44.40873718,77.40266075
713,0,1,0,1,1,0,0,1,0,0,1,39.71079588,77.41813711
48,0,0,0,0,0,1,1,0,0,0,0,46.78487348,77.42208822
672,0,1,0,1,0,1,0,0,0,0,0,44.4284199,77.42234348
1347,1,0,1,0,1,0,0,0,0,1,1,39.72238497,77.4297262
1328,1,0,1,0,0,1,1,0,0,0,0,42.08425278,77.43488518
816,0,1,1,0,0,1,1,0,0,0,0,42.08459708,77.43522948
1312,1,0,1,0,0,1,0,0,0,0,0,44.46004255,77.45396613
1113,1,0,0,0,1,0,1,1,0,0,1,39.75272359,77.46006482
162,0,0,0,1,0,1,0,0,0,1,0,44.47203579,77.46595936
849,0,1,1,0,1,0,1,0,0,0,1,39.77818918,77.48553041
1073,1,0,0,0,0,1,1,0,0,0,1,42.14390384,77.49453624
841,0,1,1,0,1,0,0,1,0,0,1,39.86094031,77.56828154
1065,1,0,0,0,0,1,0,1,0,0,1,42.2398281,77.5904605
345,0,0,1,0,1,0,1,1,0,0,1,39.89079133,77.59813256
772,0,1,1,0,0,0,0,0,1,0,0,44.61671703,77.61064061
1170,1,0,0,1,0,0,1,0,0,1,0,42.26128445,77.61191685
139,0,0,0,1,0,0,0,1,0,1,1,42.26389694,77.61452934
1361,1,0,1,0,1,0,1,0,0,0,1,39.91467678,77.62201801
776,0,1,1,0,0,0,0,1,0,0,0,44.63098062,77.62490419
1031,1,0,0,0,0,0,0,0,1,1,1,42.28384352,77.63447592
1156,1,0,0,1,0,0,0,0,1,0,0,44.68270196,77.67662553
548,0,1,0,0,0,1,0,0,1,0,0,44.6850989,77.67902247
280,0,0,1,0,0,0,1,1,0,0,0,44.69417715,77.68810072
1353,1,0,1,0,1,0,0,1,0,0,1,40.00370233,77.71104356
0,0,0,0,0,0,0,0,0,0,0,0,51.80627368,77.73007077
1061,1,0,0,0,0,1,0,0,1,0,1,42.38921684,77.73984924
278,0,0,1,0,0,0,1,0,1,1,0,42.39081024,77.74144264
1041,1,0,0,0,0,0,1,0,0,0,1,44.7488562,77.74277977
217,0,0,0,1,1,0,1,1,0,0,1,40.0440281,77.75136932
534,0,1,0,0,0,0,1,0,1,1,0,42.40727515,77.75790755
166,0,0,0,1,0,1,0,0,1,1,0,42.41869798,77.76933038
601,0,1,0,0,1,0,1,1,0,0,1,40.10786422,77.81520545
11,0,0,0,0,0,0,0,1,0,1,1,44.82208158,77.81600515
1288,1,0,1,0,0,0,0,1,0,0,0,44.83409761,77.82802119
1050,1,0,0,0,0,0,1,1,0,1,0,42.48537194,77.83600434
1609,1,1,0,0,1,0,0,1,0,0,1,40.12938007,77.8367213
133,0,0,0,1,0,0,0,0,1,0,1,44.85932846,77.85325203
1296,1,0,1,0,0,0,1,0,0,0,0,44.86239393,77.85631751
721,0,1,0,1,1,0,1,0,0,0,1,40.1590853,77.86642653
1540,1,1,0,0,0,0,0,0,1,0,0,44.88123671,77.87516028
292,0,0,1,0,0,1,0,0,1,0,0,44.88421918,77.87814276
135,0,0,0,1,0,0,0,0,1,1,1,42.5423422,77.8929746
800,0,1,1,0,0,1,0,0,0,0,0,44.90676303,77.9006866
341,0,0,1,0,1,0,1,0,1,0,1,40.21192706,77.91926829
390,0,0,1,1,0,0,0,0,1,1,0,42.57525991,77.92589231
152,0,0,0,1,0,0,1,1,0,0,0,44.93204064,77.92596422
184,0,0,0,1,0,1,1,1,0,0,0,42.61410829,77.96474069
28,0,0,0,0,0,0,1,1,1,0,0,44.97125255,77.96517612
107,0,0,0,0,1,1,0,1,0,1,1,40.26010242,77.96744364
457,0,0,1,1,1,0,0,1,0,0,1,40.26106548,77.9684067
305,0,0,1,0,0,1,1,0,0,0,1,42.64522922,77.99586162
237,0,0,0,1,1,1,0,1,1,0,1,37.93834734,78.00239739
1542,1,1,0,0,0,0,0,0,1,1,0,42.67428428,78.02491668
1158,1,0,0,1,0,0,0,0,1,1,0,42.67871116,78.02934356
546,0,1,0,0,0,1,0,0,0,1,0,45.06938274,78.06330632
150,0,0,0,1,0,0,1,0,1,1,0,42.72639315,78.07702555
1052,1,0,0,0,0,0,1,1,1,0,0,42.72886096,78.07949336
465,0,0,1,1,1,0,1,0,0,0,1,40.37832049,78.08566172
1544,1,1,0,0,0,0,0,1,0,0,0,45.10087843,78.09480201
1046,1,0,0,0,0,0,1,0,1,1,0,42.75149966,78.10213206
808,0,1,1,0,0,1,0,1,0,0,0,42.75364631,78.10427871
1154,1,0,0,1,0,0,0,0,0,1,0,45.12405513,78.1179787
169,0,0,0,1,0,1,0,1,0,0,1,42.77462164,78.12525404
517,0,1,0,0,0,0,0,0,1,0,1,45.13215813,78.1260817
1029,1,0,0,0,0,0,0,0,1,0,1,45.13290548,78.12682905
525,0,1,0,0,0,0,0,1,1,0,1,42.79381736,78.14444976
178,0,0,0,1,0,1,1,0,0,1,0,42.80732422,78.15795662
402,0,0,1,1,0,0,1,0,0,1,0,42.81150941,78.16214181
1538,1,1,0,0,0,0,0,0,0,1,0,45.1728768,78.16680038
644,0,1,0,1,0,0,0,0,1,0,0,45.19754238,78.19146595
1800,1,1,1,0,0,0,0,1,0,0,0,42.88427586,78.23490826
1473,1,0,1,1,1,0,0,0,0,0,1,40.5284273,78.23576853
79,0,0,0,0,1,0,0,1,1,1,1,40.54551393,78.25285516
961,0,1,1,1,1,0,0,0,0,0,1,40.5466558,78.25399702
165,0,0,0,1,0,1,0,0,1,0,1,42.91612336,78.26675576
1857,1,1,1,0,1,0,0,0,0,0,1,40.56305187,78.2703931
1552,1,1,0,0,0,0,1,0,0,0,0,45.3828769,78.37680048
515,0,1,0,0,0,0,0,0,0,1,1,45.39962305,78.39354663
300,0,0,1,0,0,1,0,1,1,0,0,43.05473512,78.40536752
769,0,1,1,0,0,0,0,0,0,0,1,45.43035441,78.42427799
642,0,1,0,1,0,0,0,0,0,1,0,45.44564265,78.43956622
386,0,0,1,1,0,0,0,0,0,1,0,45.49591525,78.48983882
93,0,0,0,0,1,0,1,1,1,0,1,40.7880965,78.49543773
680,0,1,0,1,0,1,0,1,0,0,0,43.15100851,78.50164091
1729,1,1,0,1,1,0,0,0,0,0,1,40.80619421,78.51353544
87,0,0,0,0,1,0,1,0,1,1,1,40.82069096,78.52803218
41,0,0,0,0,0,1,0,1,0,0,1,45.54100462,78.53492819
177,0,0,0,1,0,1,1,0,0,0,1,43.19020424,78.54083664
1537,1,1,0,0,0,0,0,0,0,0,1,45.55619117,78.55011474
109,0,0,0,0,1,1,0,1,1,0,1,40.86218412,78.56952534
146,0,0,0,1,0,0,1,0,0,1,0,45.58736206,78.58128563
284,0,0,1,0,0,0,1,1,1,0,0,43.23936455,78.58999695
163,0,0,0,1,0,1,0,0,0,1,1,43.2630659,78.6136983
521,0,1,0,0,0,0,0,1,0,0,1,45.64763308,78.64155665
261,0,0,1,0,0,0,0,0,1,0,1,45.65623065,78.65015422
561,0,1,0,0,0,1,1,0,0,0,1,43.30246525,78.65309765
37,0,0,0,0,0,1,0,0,1,0,1,45.6641398,78.65806337
432,0,0,1,1,0,1,1,0,0,0,0,43.3115827,78.6622151
1080,1,0,0,0,0,1,1,1,0,0,0,43.3286421,78.6792745
1548,1,1,0,0,0,0,0,1,1,0,0,43.35920707,78.70983947
1292,1,0,1,0,0,0,0,1,1,0,0,43.36807769,78.71871009
1059,1,0,0,0,0,1,0,0,0,1,1,43.3684365,78.7190689
1680,1,1,0,1,0,0,1,0,0,0,0,43.39335811,78.74399051
1192,1,0,0,1,0,1,0,1,0,0,0,43.39825156,78.74888396
547,0,1,0,0,0,1,0,0,0,1,1,43.40888241,78.75951481
530,0,1,0,0,0,0,1,0,0,1,0,45.76682738,78.76075096
134,0,0,0,1,0,0,0,0,1,1,0,45.77019001,78.76411358
103,0,0,0,0,1,1,0,0,1,1,1,41.07753867,78.7848799
1607,1,1,0,0,1,0,0,0,1,1,1,38.79584642,78.85989647
1153,1,0,0,1,0,0,0,0,0,0,1,45.8676556,78.86157918
78,0,0,0,0,1,0,0,1,1,1,0,43.52069809,78.87133049
90,0,0,0,0,1,0,1,1,0,1,0,43.52203935,78.87267175
1313,1,0,1,0,0,1,0,0,0,0,1,43.53235771,78.88299011
86,0,0,0,0,1,0,1,0,1,1,0,43.53581088,78.88644328
92,0,0,0,0,1,0,1,1,1,0,0,43.54180121,78.89243361
417,0,0,1,1,0,1,0,0,0,0,1,43.55358276,78.90421516
281,0,0,1,0,0,0,1,1,0,0,1,43.55857632,78.90920872
643,0,1,0,1,0,0,0,0,0,1,1,43.57567802,78.92631042
91,0,0,0,0,1,0,1,1,0,1,1,41.30500446,79.01234569
1141,1,0,0,0,1,1,1,0,1,0,1,38.95077376,79.01482381
117,0,0,0,0,1,1,1,0,1,0,1,41.32315349,79.03049471
801,0,1,1,0,0,1,0,0,0,0,1,43.68971461,79.04034701
641,0,1,0,1,0,0,0,0,0,0,1,46.04829551,79.04221908
1070,1,0,0,0,0,1,0,1,1,1,0,41.34162779,79.04896902
277,0,0,1,0,0,0,1,0,1,0,1,43.71538968,79.06602208
650,0,1,0,1,0,0,0,1,0,1,0,43.72164601,79.07227841
1185,1,0,0,1,0,1,0,0,0,0,1,43.72400943,79.07464183
1066,1,0,0,0,0,1,0,1,0,1,0,43.72682082,79.07745322
673,0,1,0,1,0,1,0,0,0,0,1,43.73200238,79.08263478
652,0,1,0,1,0,0,0,1,1,0,0,43.75053041,79.10116281
1569,1,1,0,0,0,1,0,0,0,0,1,43.77404702,79.12467942
297,0,0,1,0,0,1,0,1,0,0,1,43.77674176,79.12737417
1412,1,0,1,1,0,0,0,0,1,0,0,43.78903986,79.13967226
1188,1,0,0,1,0,1,0,0,1,0,0,43.7958323,79.1464647
1314,1,0,1,0,0,1,0,0,0,1,0,43.7999928,79.1506252
1117,1,0,0,0,1,0,1,1,1,0,1,39.10909491,79.17314497
1320,1,0,1,0,0,1,0,1,0,0,0,43.82624277,79.17687517
293,0,0,1,0,0,1,0,0,1,0,1,43.83237504,79.18300744
1037,1,0,0,0,0,0,0,1,1,0,1,43.83659018,79.18722258
385,0,0,1,1,0,0,0,0,0,0,1,46.24018513,79.23410871
118,0,0,0,0,1,1,1,0,1,1,0,41.52945085,79.23679208
156,0,0,0,1,0,0,1,1,1,0,0,43.89352789,79.24416029
269,0,0,1,0,0,0,0,1,1,0,1,43.8987603,79.2493927
291,0,0,1,0,0,1,0,0,0,1,1,43.90940437,79.26003677
110,0,0,0,0,1,1,0,1,1,1,0,41.55406481,79.26140603
1300,1,0,1,0,0,0,1,0,1,0,0,43.94880611,79.29943851
122,0,0,0,0,1,1,1,1,0,1,0,41.65049063,79.35783185
1035,1,0,0,0,0,0,0,1,0,1,1,44.02982094,79.38045334
554,0,1,0,0,0,1,0,1,0,1,0,44.04371147,79.39434387
389,0,0,1,1,0,0,0,0,1,0,1,44.05211097,79.40274337
658,0,1,0,1,0,0,1,0,0,1,0,44.06033825,79.41097065
645,0,1,0,1,0,0,0,0,1,0,1,44.09057261,79.44120501
424,0,0,1,1,0,1,0,1,0,0,0,44.11304721,79.46367961
39,0,0,0,0,0,1,0,0,1,1,1,44.12611898,79.47675138
308,0,0,1,0,0,1,1,0,1,0,0,44.17414828,79.52478068
688,0,1,0,1,0,1,1,0,0,0,0,44.18244281,79.53307522
115,0,0,0,0,1,1,1,0,0,1,1,41.84066369,79.54800491
26,0,0,0,0,0,0,1,1,0,1,0,46.56194251,79.55586608
1541,1,1,0,0,0,0,0,0,1,0,1,44.21339049,79.56402289
259,0,0,1,0,0,0,0,0,0,1,1,46.57701172,79.57093529
58,0,0,0,0,0,1,1,1,0,1,0,44.26279555,79.61342795
1408,1,0,1,1,0,0,0,0,0,0,0,46.63349478,79.62741835
124,0,0,0,0,1,1,1,1,1,0,0,41.93090009,79.63824132
121,0,0,0,0,1,1,1,1,0,0,1,41.93111265,79.63845388
60,0,0,0,0,0,1,1,1,1,0,0,44.29751667,79.64814907
1792,1,1,1,0,0,0,0,0,0,0,0,46.66558843,79.659512
1164,1,0,0,1,0,0,0,1,1,0,0,44.31909012,79.66972252
785,0,1,1,0,0,0,1,0,0,0,1,44.32870821,79.67934061
1664,1,1,0,1,0,0,0,0,0,0,0,46.69116238,79.68508595
56,0,0,0,0,0,1,1,1,0,0,0,46.70973192,79.70365549
804,0,1,1,0,0,1,0,0,1,0,0,44.37702683,79.72765923
235,0,0,0,1,1,1,0,1,0,1,1,39.66526862,79.72931868
896,0,1,1,1,0,0,0,0,0,0,0,46.74098333,79.7349069
838,0,1,1,0,1,0,0,0,1,1,0,42.04319961,79.75054083
243,0,0,0,1,1,1,1,0,0,1,1,39.69493676,79.75898682
556,0,1,0,0,0,1,0,1,1,0,0,44.42518882,79.77582122
627,0,1,0,0,1,1,1,0,0,1,1,39.71319931,79.77724936
298,0,0,1,0,0,1,0,1,0,1,0,44.45196502,79.80259742
404,0,0,1,1,0,0,1,0,1,0,0,44.46254058,79.81317298
1038,1,0,0,0,0,0,0,1,1,1,0,44.47194948,79.82258188
774,0,1,1,0,0,0,0,0,1,1,0,44.49098138,79.84161378
1134,1,0,0,0,1,1,0,1,1,1,0,39.78620015,79.85025021
1584,1,1,0,0,0,1,1,0,0,0,0,44.51980208,79.87043448
812,0,1,1,0,0,1,0,1,1,0,0,42.17791748,79.88525871
742,0,1,0,1,1,1,0,0,1,1,0,39.83253466,79.89658471
1139,1,0,0,0,1,1,1,0,0,1,1,39.84205145,79.90610151
1316,1,0,1,0,0,1,0,0,1,0,0,44.55785024,79.90848264
215,0,0,0,1,1,0,1,0,1,1,1,39.85485225,79.91890231
1286,1,0,1,0,0,0,0,0,1,1,0,44.57116568,79.92179808
591,0,1,0,0,1,0,0,1,1,1,1,39.86128808,79.92533814
603,0,1,0,0,1,0,1,1,0,1,1,39.8663663,79.93041636
45,0,0,0,0,0,1,0,1,1,0,1,44.58293223,79.93356463
219,0,0,0,1,1,0,1,1,0,1,1,39.87789459,79.94194464
467,0,0,1,1,1,0,1,0,0,1,1,39.87970528,79.94375533
420,0,0,1,1,0,1,0,0,1,0,0,44.62309291,79.97372531
533,0,1,0,0,0,0,1,0,1,0,1,44.6283429,79.9789753
15,0,0,0,0,0,0,0,1,1,1,1,44.64284098,79.99347338
1611,1,1,0,0,1,0,0,1,0,1,1,39.94907804,80.0131281
459,0,0,1,1,1,0,0,1,0,1,1,39.95372374,80.0177738
1103,1,0,0,0,1,0,0,1,1,1,1,39.98390604,80.04795609
1562,1,1,0,0,0,0,1,1,0,1,0,42.35155548,80.05889671
912,0,1,1,1,0,0,1,0,0,0,0,44.77603133,80.12666373
262,0,0,1,0,0,0,0,0,1,1,0,47.14561131,80.13953489
22,0,0,0,0,0,0,1,0,1,1,0,47.14729955,80.14122313
599,0,1,0,0,1,0,1,0,1,1,1,40.09304692,80.15709697
1169,1,0,0,1,0,0,1,0,0,0,1,44.8097251,80.16035751
1553,1,1,0,0,0,0,1,0,0,0,1,44.81994043,80.17057283
843,0,1,1,0,1,0,0,1,0,1,1,40.1256573,80.18970735
562,0,1,0,0,0,1,1,0,0,1,0,44.84424629,80.19487869
1227,1,0,0,1,1,0,0,1,0,1,1,40.13678875,80.20083881
615,0,1,0,0,1,1,0,0,1,1,1,40.15947905,80.22352911
1416,1,0,1,1,0,0,0,1,0,0,0,44.90593315,80.25656555
629,0,1,0,0,1,1,1,0,1,0,1,40.19481851,80.25886856
335,0,0,1,0,1,0,0,1,1,1,1,40.19785991,80.26190997
869,0,1,1,0,1,1,0,0,1,0,1,40.19794357,80.26199363
1043,1,0,0,0,0,0,1,0,0,1,1,44.91885526,80.26948766
1253,1,0,0,1,1,1,0,0,1,0,1,40.20868842,80.27273848
741,0,1,0,1,1,1,0,0,1,0,1,40.21624018,80.28029023
657,0,1,0,1,0,0,1,0,0,0,1,44.92998917,80.28062157
366,0,0,1,0,1,1,0,1,1,1,0,40.23017483,80.29422488
619,0,1,0,0,1,1,0,1,0,1,1,40.23145071,80.29550077
1637,1,1,0,0,1,1,0,0,1,0,1,40.23186195,80.295912
1115,1,0,0,0,1,0,1,1,0,1,1,40.23220358,80.29625363
1077,1,0,0,0,0,1,1,0,1,0,1,42.59384169,80.30118291
396,0,0,1,1,0,0,0,1,1,0,0,44.9550461,80.3056785
485,0,0,1,1,1,1,0,0,1,0,1,40.24903332,80.31308338
1251,1,0,0,1,1,1,0,0,0,1,1,40.26998623,80.33403628
282,0,0,1,0,0,0,1,1,0,1,0,44.98627547,80.33690787
1545,1,1,0,0,0,0,0,1,0,0,1,44.98818607,80.33881847
1068,1,0,0,0,0,1,0,1,1,0,0,44.99488824,80.34552064
845,0,1,1,0,1,0,0,1,1,0,1,40.28478577,80.34883583
778,0,1,1,0,0,0,0,1,0,1,0,45.00208243,80.35271483
794,0,1,1,0,0,0,1,1,0,1,0,42.66044039,80.36778161
1305,1,0,1,0,0,0,1,1,0,0,1,42.66747493,80.37481615
469,0,0,1,1,1,0,1,0,1,0,1,40.31140888,80.37545893
1363,1,0,1,0,1,0,1,0,0,1,1,40.32331442,80.38736447
1474,1,0,1,1,1,0,0,0,0,1,0,42.68421829,80.39155951
1111,1,0,0,0,1,0,1,0,1,1,1,40.33845428,80.40250433
1381,1,0,1,0,1,1,0,0,1,0,1,40.3385684,80.40261846
1237,1,0,0,1,1,0,1,0,1,0,1,40.34087469,80.40492475
1350,1,0,1,0,1,0,0,0,1,1,0,42.6997402,80.40708143
867,0,1,1,0,1,1,0,0,0,1,1,40.35169103,80.41574108
526,0,1,0,0,0,0,0,1,1,1,0,45.07164104,80.42227344
964,0,1,1,1,1,0,0,0,1,0,0,42.72866998,80.4360112
1984,1,1,1,1,1,0,0,0,0,0,0,42.72997313,80.43731435
483,0,0,1,1,1,1,0,0,0,1,1,40.37398081,80.43803086
725,0,1,0,1,1,0,1,0,1,0,1,40.37847015,80.4425202
1424,1,0,1,1,0,0,1,0,0,0,0,45.1084183,80.45905071
363,0,0,1,0,1,1,0,1,0,1,1,40.40463019,80.46868025
1576,1,1,0,0,0,1,0,1,0,0,0,45.12748016,80.47811256
1362,1,0,1,0,1,0,1,0,0,1,0,42.78443185,80.49177307
710,0,1,0,1,1,0,0,0,1,1,0,42.79008139,80.49742262
1477,1,0,1,1,1,0,0,0,1,0,1,40.43741575,80.5014658
962,0,1,1,1,1,0,0,0,0,1,0,42.79525534,80.50259657
1860,1,1,1,0,1,0,0,0,1,0,0,42.80491695,80.51225818
54,0,0,0,0,0,1,1,0,1,1,0,45.1618292,80.5124616
1613,1,1,0,0,1,0,0,1,1,0,1,40.44894226,80.51299231
1127,1,0,0,0,1,1,0,0,1,1,1,40.44944241,80.51349247
57,0,0,0,0,0,1,1,1,0,0,1,45.16456812,80.51520052
1223,1,0,0,1,1,0,0,0,1,1,1,40.45314558,80.51719564
963,0,1,1,1,1,0,0,0,0,1,1,40.45409786,80.51814791
1351,1,0,1,0,1,0,0,0,1,1,1,40.45544703,80.51949708
461,0,0,1,1,1,0,0,1,1,0,1,40.46939671,80.53344677
231,0,0,0,1,1,1,0,0,1,1,1,40.47045553,80.53450558
1298,1,0,1,0,0,0,1,0,0,1,0,45.19452048,80.54515288
842,0,1,1,0,1,0,0,1,0,1,0,42.84586001,80.55320124
1365,1,0,1,0,1,0,1,0,1,0,1,40.48933479,80.55338484
739,0,1,0,1,1,1,0,0,0,1,1,40.49191909,80.55596914
844,0,1,1,0,1,0,0,1,1,0,0,42.87019845,80.57753967
1357,1,0,1,0,1,0,0,1,1,0,1,40.53232506,80.59637511
873,0,1,1,0,1,1,0,1,0,0,1,40.53553021,80.59958027
993,0,1,1,1,1,1,0,0,0,0,1,40.53703008,80.60108014
1761,1,1,0,1,1,1,0,0,0,0,1,40.53852223,80.60257229
622,0,1,0,0,1,1,0,1,1,1,0,40.54537083,80.60942088
1131,1,0,0,0,1,1,0,1,0,1,1,40.54540086,80.60945092
853,0,1,1,0,1,0,1,0,1,0,1,40.54547296,80.60952301
245,0,0,0,1,1,1,1,0,1,0,1,40.54835746,80.61240752
1475,1,0,1,1,1,0,0,0,0,1,1,40.55351102,80.61756107
1733,1,1,0,1,1,0,0,0,1,0,1,40.55485225,80.61890231
1069,1,0,0,0,0,1,0,1,1,0,1,42.91839611,80.62573733
1731,1,1,0,1,1,0,0,0,0,1,1,40.57101339,80.63506345
1732,1,1,0,1,1,0,0,0,1,0,0,42.92923206,80.63657329
1076,1,0,0,0,0,1,1,0,1,0,0,45.28689244,80.63752484
1228,1,0,0,1,1,0,0,1,1,0,0,42.93431807,80.6416593
881,0,1,1,0,1,1,1,0,0,0,1,40.57804334,80.64209339
1240,1,0,0,1,1,0,1,1,0,0,0,42.93604021,80.64338143
1172,1,0,0,1,0,0,1,0,1,0,0,45.2932573,80.6438897
874,0,1,1,0,1,1,0,1,0,1,0,40.58066584,80.64471589
267,0,0,1,0,0,0,0,1,0,1,1,45.29653987,80.64717227
334,0,0,1,0,1,0,0,1,1,1,0,42.94229426,80.64963549
634,0,1,0,0,1,1,1,1,0,1,0,40.59754612,80.66159618
207,0,0,0,1,1,0,0,1,1,1,1,40.59817514,80.66222519
1889,1,1,1,0,1,1,0,0,0,0,1,40.60575697,80.66980703
621,0,1,0,0,1,1,0,1,1,0,1,40.60673338,80.67078343
214,0,0,0,1,1,0,1,0,1,1,0,42.96350162,80.67084284
1505,1,0,1,1,1,1,0,0,0,0,1,40.60690528,80.67095533
965,0,1,1,1,1,0,0,0,1,0,1,40.61146751,80.67551757
531,0,1,0,0,0,0,1,0,0,1,1,45.33292177,80.68355417
676,0,1,0,1,0,1,0,0,1,0,0,45.33473959,80.68537199
489,0,0,1,1,1,1,0,1,0,0,1,40.62458639,80.68863644
497,0,0,1,1,1,1,1,0,0,0,1,40.62509444,80.6891445
1892,1,1,1,0,1,1,0,0,1,0,0,40.62560938,80.68965944
498,0,0,1,1,1,1,1,0,0,1,0,40.62974483,80.69379488
1641,1,1,0,0,1,1,0,1,0,0,1,40.63044482,80.69449487
1393,1,0,1,0,1,1,1,0,0,0,1,40.63182933,80.69587939
1379,1,0,1,0,1,1,0,0,0,1,1,40.63199041,80.69604046
1257,1,0,0,1,1,1,0,1,0,0,1,40.63394849,80.69799854
1635,1,1,0,0,1,1,0,0,0,1,1,40.63616732,80.70021738
1385,1,0,1,0,1,1,0,1,0,0,1,40.63634175,80.70039181
1642,1,1,0,0,1,1,0,1,0,1,0,40.64100738,80.70505744
359,0,0,1,0,1,1,0,0,1,1,1,40.64213964,80.70618969
1394,1,0,1,0,1,1,1,0,0,1,0,40.6500572,80.71410725
1265,1,0,0,1,1,1,1,0,0,0,1,40.65370319,80.71775324
490,0,0,1,1,1,1,0,1,0,1,0,40.65401501,80.71806507
711,0,1,0,1,1,0,0,0,1,1,1,40.65412889,80.71817894
714,0,1,0,1,1,0,0,1,0,1,0,43.0112585,80.71859973
1858,1,1,1,0,1,0,0,0,0,1,0,43.01203219,80.71937342
523,0,1,0,0,0,0,0,1,0,1,1,45.37688108,80.72751348
882,0,1,1,0,1,1,1,0,0,1,0,40.66860465,80.73265471
1258,1,0,0,1,1,1,0,1,0,1,0,40.66934121,80.73339127
1649,1,1,0,0,1,1,1,0,0,0,1,40.66936622,80.73341627
1386,1,0,1,0,1,1,0,1,0,1,0,40.67412507,80.73817512
753,0,1,0,1,1,1,1,0,0,0,1,40.67502318,80.73907324
745,0,1,0,1,1,1,0,1,0,0,1,40.68794108,80.75199114
1354,1,0,1,0,1,0,0,1,0,1,0,43.04704102,80.75438225
1266,1,0,0,1,1,1,1,0,0,1,0,40.69152674,80.7555768
275,0,0,1,0,0,0,1,0,0,1,1,45.40559522,80.75622762
633,0,1,0,0,1,1,1,1,0,0,1,40.69718293,80.76123298
455,0,0,1,1,1,0,0,0,1,1,1,40.70086917,80.76491923
1650,1,1,0,0,1,1,1,0,0,1,0,40.70953909,80.77358914
250,0,0,0,1,1,1,1,1,0,1,0,40.71473071,80.77878076
343,0,0,1,0,1,0,1,0,1,1,1,40.72153097,80.78558103
1133,1,0,0,0,1,1,0,1,1,0,1,40.7226103,80.78666035
1560,1,1,0,0,0,0,1,1,0,0,0,45.4367259,80.7873583
371,0,0,1,0,1,1,1,0,0,1,1,40.7262753,80.79032536
1730,1,1,0,1,1,0,0,0,0,1,0,43.08615708,80.79349831
154,0,0,0,1,0,0,1,1,0,1,0,45.45026326,80.80089566
1476,1,0,1,1,1,0,0,0,1,0,0,43.09584399,80.80318522
1146,1,0,0,0,1,1,1,1,0,1,0,40.74181887,80.80586892
373,0,0,1,0,1,1,1,0,1,0,1,40.74362157,80.80767162
1618,1,1,0,0,1,0,1,0,0,1,0,43.10578204,80.81312327
492,0,0,1,1,1,1,0,1,1,0,0,40.75026988,80.81431994
466,0,0,1,1,1,0,1,0,0,1,0,43.11000533,80.81734656
754,0,1,0,1,1,1,1,0,0,1,0,40.75449973,80.81854978
249,0,0,0,1,1,1,1,1,0,0,1,40.75860125,80.8226513
1480,1,0,1,1,1,0,0,1,0,0,0,43.11817723,80.82551845
1488,1,0,1,1,1,0,1,0,0,0,0,43.12092477,80.828266
994,0,1,1,1,1,1,0,0,0,1,0,40.76713863,80.83118868
870,0,1,1,0,1,1,0,0,1,1,0,40.76907515,80.8331252
2016,1,1,1,1,1,1,0,0,0,0,0,40.77763343,80.84168348
1008,0,1,1,1,1,1,1,0,0,0,0,40.78438172,80.84843177
876,0,1,1,0,1,1,0,1,1,0,0,40.78444586,80.84849592
996,0,1,1,1,1,1,0,0,1,0,0,40.78576028,80.84981033
1506,1,0,1,1,1,1,0,0,0,1,0,40.78714163,80.85119169
884,0,1,1,0,1,1,1,0,1,0,0,40.78837752,80.85242758
852,0,1,1,0,1,0,1,0,1,0,0,43.14735133,80.85469256
486,0,0,1,1,1,1,0,0,1,1,0,40.79503248,80.85908253
