avg,min,max,gen,nevals,avg,min,max,gen,nevals
92.15784826003028,70.84653942729395,121.69152174588297,82,78,0.9583333333333334,0,3,82,78
88.87793090966416,70.8468082049101,118.90990770136605,83,70,0.7916666666666666,0,4,83,70
88.44494137305641,70.84658036699814,121.68408008389295,84,75,0.6979166666666666,0,4,84,75
91.52640933117164,70.8464024150641,118.68171731558141,85,75,0.7916666666666666,0,4,85,75
86.71583106977103,70.8464024150641,119.44830721819437,86,66,0.6979166666666666,0,4,86,66
89.42143511002315,70.84652383806217,122.9660774602763,87,71,0.84375,0,4,87,71
90.24203360125277,70.8464053094666,119.56288277679081,88,64,0.84375,0,4,88,64
88.73423976261022,70.8464053094666,118.84445791176212,89,64,0.7708333333333334,0,4,89,64
90.5755000417566,70.8464053094666,126.03372721031424,90,77,0.75,0,4,90,77
91.6163665142206,70.8464053094666,122.937701289785,91,81,0.8020833333333334,0,4,91,81
85.9706533685383,70.84655468794315,122.93356225296523,92,72,0.6666666666666666,0,4,92,72
84.39690249456457,70.8466430492971,117.87951122669514,93,67,0.5416666666666666,0,4,93,67
85.08567712960642,70.84639292625188,123.06629910033035,94,70,0.5208333333333334,0,4,94,70
86.28996242435714,70.8465289494875,118.6198471422835,95,78,0.59375,0,4,95,78
91.21700252831398,70.8465289494875,123.01086335743793,96,69,0.75,0,4,96,69
90.36080228623341,70.84639522884567,122.16470968280208,97,62,0.8020833333333334,0,5,97,62
90.76269848341629,70.84656814173326,118.62299313853276,98,70,0.84375,0,4,98,70
88.97332836787764,70.84646267771167,121.69380560326769,99,69,0.78125,0,4,99,69
89.09427193622126,70.84649497000491,125.40949322766095,100,67,0.8125,0,6,100,67
