avg,min,max,gen,nevals,avg,min,max,gen,nevals
124.70695461622354,109.18794426364302,138.51507331265515,0,96,5.458333333333333,2,9,0,96
121.21193088198606,104.90313734409149,134.15315505450758,1,74,4.614583333333333,1,8,1,74
117.73254057170688,70.85380570906239,134.1483100376695,2,70,3.96875,0,8,2,70
114.29384875850427,70.85380570906239,129.80722878772843,3,67,3.3541666666666665,0,7,3,67
114.40989943009845,70.85366530637171,129.79771185141766,4,69,3.25,0,7,4,69
110.38128217134583,70.85390465580947,122.99622008780875,5,75,2.5625,0,5,5,75
107.1790322592593,70.85370224492297,121.09124617411342,6,71,2.1666666666666665,0,5,6,71
106.99430925985769,70.85384472075971,125.4685322542218,7,75,2.09375,0,6,7,75
103.71373657747858,70.85400395617256,121.10581667190709,8,73,1.8020833333333333,0,5,8,73
101.4540685562817,70.8538358310661,121.0948901031602,9,64,1.5729166666666667,0,5,9,64
96.58480682979534,70.85382608243188,118.72883225826953,10,73,1.1875,0,4,10,73
91.91666238521096,70.85380403378136,117.3507877800621,11,72,0.8541666666666666,0,4,11,72
93.8329200134253,70.85373648224268,118.7044614401903,12,72,1.09375,0,4,12,72
93.16729133840916,70.8537716399309,121.09074587148314,13,74,0.9791666666666666,0,5,13,74
95.2517412347853,70.85384212301862,121.09223118832931,14,77,1.1145833333333333,0,5,14,77
97.40545814707372,70.85375201420109,121.08918786890956,15,75,1.2083333333333333,0,5,15,75
97.6199691951392,70.85377746696722,118.65297353276559,16,77,1.15625,0,4,16,77
97.25301579625926,70.85377746696722,116.73504886772949,17,72,1.1458333333333333,0,4,17,72
92.88802763773548,70.85377508516873,122.98957554518105,18,72,1.0416666666666667,0,5,18,72
90.34595640773995,70.85377508516873,122.99787120297837,19,69,0.8645833333333334,0,4,19,69
93.06157387488751,70.85369806880749,121.11038054660975,20,66,0.9375,0,5,20,66
96.32165838266394,70.85395278489042,122.09210640278862,21,74,1.0729166666666667,0,5,21,74
94.28172046806567,70.85386693237805,122.07968506140648,22,70,1.0833333333333333,0,5,22,70
95.3461765519911,70.85382000308513,118.73343324781302,23,81,1.03125,0,4,23,81
95.81012437496753,70.85372064729079,121.08604924836675,24,70,1.0208333333333333,0,5,24,70
95.81115830756818,70.85372064729079,118.66063160936355,25,71,1.0833333333333333,0,3,25,71
95.62052470206619,70.85379664481425,125.43505209240593,26,77,1.25,0,6,26,77
94.68881621672985,70.85376528517807,121.11737730098973,27,72,1.0625,0,5,27,72
90.5286910643619,70.85379664481425,122.98223332147552,28,67,0.8958333333333334,0,4,28,67
85.90726218369535,70.85379664481425,118.66018053869067,29,68,0.59375,0,4,29,68
87.25907746735635,70.85373464583608,118.63007458970878,30,74,0.5625,0,3,30,74
92.057912941824,70.85373464583608,118.63451120476677,31,71,0.8541666666666666,0,4,31,71
93.25711429601182,70.85368842892125,118.63115031172612,32,78,0.9791666666666666,0,4,32,78
88.73769328806641,70.85367541949245,123.01895275900056,33,75,0.7083333333333334,0,5,33,75
88.25653986324892,70.85383249681925,121.09147077524156,34,78,0.7083333333333334,0,5,34,78
86.68485760414153,70.85366529621493,117.35326151803108,35,75,0.6041666666666666,0,3,35,75
86.116729031192,70.85368177415555,118.62677018192191,36,74,0.65625,0,3,36,74
90.23750077150989,70.85377580458933,118.70542206458015,37,77,0.8333333333333334,0,4,37,77
90.6445854034064,70.8497042215057,122.08432590870109,38,79,0.75,0,5,38,79
85.6826610403303,70.85374790507552,118.62737915160321,39,65,0.6145833333333334,0,4,39,65
88.69720145281377,70.85375999987198,122.97505594673275,40,71,0.7708333333333334,0,5,40,71
87.76604136625083,70.85377761835994,123.03145553321372,41,73,0.6458333333333334,0,4,41,73
88.50306869971853,70.85377761835994,123.00052913397165,42,73,0.6770833333333334,0,4,42,73
90.51746166517353,70.85378433988464,118.73496355341663,43,78,0.75,0,4,43,78
90.75151557856306,70.85377580746939,118.70392819117649,44,65,0.78125,0,4,44,65
92.72943645667603,70.85375075243329,119.50815074511428,45,72,0.875,0,4,45,72
89.85110459413077,70.85375075243329,122.98231686547933,46,73,0.8125,0,4,46,73
90.79873315138515,70.85375075243329,121.09373661353054,47,78,0.75,0,5,47,78
87.7260556089971,70.85372135541098,121.11059413197553,48,65,0.625,0,5,48,65
91.41449393836525,70.85376910052437,122.96810176168349,49,73,0.8125,0,4,49,73
92.7698814365351,70.85377587708746,123.00439155323417,50,73,0.9791666666666666,0,4,50,73
92.87776257045505,70.8536919281669,122.98360096737113,51,69,0.9479166666666666,0,5,51,69
94.92747629573392,70.85381851202473,118.6661999486403,52,70,0.9270833333333334,0,4,52,70
94.48565421681589,70.8538298520161,121.11033699051872,53,79,0.96875,0,5,53,79
89.64797557381912,70.85138714688968,118.6463520289614,54,70,0.8020833333333334,0,4,54,70
93.04609048704567,70.85371685858588,119.511020486072,55,77,0.84375,0,4,55,77
90.07721100990769,70.85370294137738,123.00891499950302,56,77,0.7916666666666666,0,4,56,77
88.27270380476084,70.85370294137738,118.65635291835737,57,64,0.7395833333333334,0,4,57,64
92.79588572775849,70.85370294137738,118.63047586898,58,81,0.8958333333333334,0,3,58,81
91.71134157912839,70.8537029436872,118.65749186829524,59,81,0.8854166666666666,0,4,59,81
89.30697752934562,70.85379708420031,118.63530702625164,60,72,0.7395833333333334,0,4,60,72
87.34869167531456,70.85376830675506,127.3199960306233,61,79,0.71875,0,5,61,79
85.20694994237599,70.85376301584363,122.98037282134293,62,69,0.6041666666666666,0,4,62,69
89.10249370928564,70.85368867892774,118.77538365082603,63,76,0.6145833333333334,0,3,63,76
89.68671114614506,70.85368302968187,122.99198208426668,64,63,0.78125,0,4,64,63
91.42984007147182,70.85375249958634,122.97482064724045,65,79,0.8020833333333334,0,4,65,79
90.80558804580748,70.85376830675506,121.07662802361205,66,72,0.8541666666666666,0,5,66,72
89.9808961419745,70.85376830675506,118.68277589607499,67,77,0.8020833333333334,0,4,67,77
89.2784217499986,70.85258430800621,115.15696566565535,68,73,0.65625,0,3,68,73
89.91785110070208,70.85258430800621,122.95975170593431,69,80,0.7708333333333334,0,4,69,80
90.67193001277776,70.85369804000351,118.62578380317936,70,67,0.8645833333333334,0,4,70,67
86.64772718186116,70.85369804000351,123.82690019759744,71,80,0.6666666666666666,0,4,71,80
87.53585624823353,70.85368314816697,118.61869700612597,72,71,0.5520833333333334,0,3,72,71
87.28611907071279,70.85368314816697,116.73057589291852,73,66,0.5833333333333334,0,4,73,66
85.64804117648043,70.85375393648745,121.1056499629459,74,65,0.5833333333333334,0,5,74,65
85.69028345289657,70.85375393648745,119.48024748518881,75,66,0.5625,0,3,75,66
89.04460083928218,70.85377123018192,118.62753926188209,76,77,0.7291666666666666,0,4,76,77
89.02958558830476,70.85374184910242,118.63786130866654,77,78,0.7291666666666666,0,3,77,78
90.10497676731852,70.85365904308578,119.50800459412531,78,76,0.8645833333333334,0,4,78,76
88.7634940974237,70.85365904308578,119.47645056914276,79,71,0.7395833333333334,0,4,79,71
91.02169915904926,70.85365904308578,121.7300862004715,80,74,0.8020833333333334,0,4,80,74
89.69954283557313,70.85372566370734,118.67639578007756,81,71,0.75,0,4,81,71
90.31483579939442,70.85372566370734,118.70599125349672,82,70,0.78125,0,4,82,70
89.42357073409767,70.85356004620633,118.70417381076025,83,69,0.65625,0,3,83,69
89.80327777028988,70.85372566370734,115.15408210503375,84,76,0.75,0,3,84,76
89.37655954944243,70.85363587458377,122.18191171880804,85,70,0.8541666666666666,0,5,85,70
88.54963365732851,70.8537492778116,122.98908382554089,86,67,0.7395833333333334,0,4,86,67
91.45054506092015,70.85378278748014,122.98351709248738,87,72,0.7708333333333334,0,4,87,72
87.69566658136968,70.8536352855933,118.6256776466058,88,65,0.6458333333333334,0,4,88,65
90.92191119683558,70.8537171491972,122.96436798383161,89,79,0.90625,0,4,89,79
93.15984296826753,70.8537171491972,118.706936839636,90,74,0.9583333333333334,0,4,90,74
92.25494275621271,70.85369000277743,127.3606100140218,91,73,0.84375,0,5,91,73
90.96544961882545,70.85376553927232,122.08901328398946,92,76,0.8020833333333334,0,5,92,76
87.69482381646843,70.85382244910255,123.03022025133663,93,77,0.6979166666666666,0,4,93,77
89.1511794430403,70.85382244910255,118.65615238737539,94,80,0.7083333333333334,0,4,94,80
90.02066095071616,70.85374723928287,118.6587994975844,95,68,0.8020833333333334,0,3,95,68
94.47044956938093,70.85374742326117,123.09269564677712,96,70,0.9791666666666666,0,4,96,70
93.25390524635304,70.85382586481171,118.62393290404437,97,75,0.9375,0,4,97,75
90.96457028139434,70.8538373853935,123.00000113400654,98,73,0.96875,0,4,98,73
91.26687340148965,70.85377417442534,119.47484474740352,99,73,0.875,0,4,99,73
87.18665699207283,70.85377417442534,122.08381414903567,100,66,0.7291666666666666,0,5,100,66
